customer_id,uplift_score,tipo_respuesta,fecha_calculo
XFC-04368,0.0226,Sure Thing,2026-04-15
XFC-04369,-0.0338,Sleeping Dog,2026-04-15
XFC-04370,0.0379,Sure Thing,2026-04-15
XFC-04371,-0.1194,Sleeping Dog,2026-04-15
XFC-04372,-0.0237,Lost Cause,2026-04-15
XFC-04373,-0.0674,Sleeping Dog,2026-04-15
XFC-04374,0.0308,Sure Thing,2026-04-15
XFC-04375,0.0996,Persuadible,2026-04-15
XFC-04376,0.0717,Persuadible,2026-04-15
XFC-04377,-0.1697,Sleeping Dog,2026-04-15
XFC-04378,0.1834,Persuadible,2026-04-15
XFC-04379,0.0436,Sure Thing,2026-04-15
XFC-04380,-0.0421,Sleeping Dog,2026-04-15
XFC-04381,0.0326,Sure Thing,2026-04-15
XFC-04382,0.0341,Sure Thing,2026-04-15
XFC-04383,-0.0333,Sleeping Dog,2026-04-15
XFC-04384,0.0358,Sure Thing,2026-04-15
XFC-04385,-0.0286,Lost Cause,2026-04-15
XFC-04386,-0.0123,Lost Cause,2026-04-15
XFC-04387,-0.0349,Sleeping Dog,2026-04-15
XFC-04388,-0.0946,Sleeping Dog,2026-04-15
XFC-04389,0.0317,Sure Thing,2026-04-15
XFC-04390,0.0668,Persuadible,2026-04-15
XFC-04391,0.0612,Persuadible,2026-04-15
XFC-04392,0.0856,Persuadible,2026-04-15
XFC-04393,0.0459,Sure Thing,2026-04-15
XFC-04394,-0.0226,Lost Cause,2026-04-15
XFC-04395,0.0872,Persuadible,2026-04-15
XFC-04396,-0.0886,Sleeping Dog,2026-04-15
XFC-04397,-0.0521,Sleeping Dog,2026-04-15
XFC-04398,-0.0571,Sleeping Dog,2026-04-15
XFC-04399,0.1064,Persuadible,2026-04-15
XFC-04400,0.0954,Persuadible,2026-04-15
XFC-04401,0.059,Persuadible,2026-04-15
XFC-04402,0.1058,Persuadible,2026-04-15
XFC-04403,-0.0503,Sleeping Dog,2026-04-15
XFC-04404,0.0479,Sure Thing,2026-04-15
XFC-04405,0.01,Lost Cause,2026-04-15
XFC-04406,0.0878,Persuadible,2026-04-15
XFC-04407,0.0108,Lost Cause,2026-04-15
XFC-04408,-0.0108,Lost Cause,2026-04-15
XFC-04409,0.0633,Persuadible,2026-04-15
XFC-04410,0.0901,Persuadible,2026-04-15
XFC-04411,-0.0335,Sleeping Dog,2026-04-15
XFC-04412,0.0151,Lost Cause,2026-04-15
XFC-04413,-0.0647,Sleeping Dog,2026-04-15
XFC-04414,-0.1798,Sleeping Dog,2026-04-15
XFC-04415,0.036,Sure Thing,2026-04-15
XFC-04416,0.0687,Persuadible,2026-04-15
XFC-04417,0.041,Sure Thing,2026-04-15
XFC-04418,-0.136,Sleeping Dog,2026-04-15
XFC-04419,-0.0081,Lost Cause,2026-04-15
XFC-04420,-0.1575,Sleeping Dog,2026-04-15
XFC-04421,0.1296,Persuadible,2026-04-15
XFC-04422,-0.0669,Sleeping Dog,2026-04-15
XFC-04423,0.1204,Persuadible,2026-04-15
XFC-04424,0.0957,Persuadible,2026-04-15
XFC-04425,-0.052,Sleeping Dog,2026-04-15
XFC-04426,-0.0706,Sleeping Dog,2026-04-15
XFC-04427,0.048,Sure Thing,2026-04-15
XFC-04428,-0.0475,Sleeping Dog,2026-04-15
XFC-04429,0.0282,Sure Thing,2026-04-15
XFC-04430,-0.0186,Lost Cause,2026-04-15
XFC-04431,-0.1225,Sleeping Dog,2026-04-15
XFC-04432,-0.1584,Sleeping Dog,2026-04-15
XFC-04433,0.0381,Sure Thing,2026-04-15
XFC-04434,-0.0249,Lost Cause,2026-04-15
XFC-04435,-0.0242,Lost Cause,2026-04-15
XFC-04436,0.0757,Persuadible,2026-04-15
XFC-04437,0.1139,Persuadible,2026-04-15
XFC-04438,-0.0018,Lost Cause,2026-04-15
XFC-04439,-0.0072,Lost Cause,2026-04-15
XFC-04440,0.06,Persuadible,2026-04-15
XFC-04441,-0.0886,Sleeping Dog,2026-04-15
XFC-04442,0.0379,Sure Thing,2026-04-15
XFC-04443,0.0642,Persuadible,2026-04-15
XFC-04444,0.0744,Persuadible,2026-04-15
XFC-04445,-0.1349,Sleeping Dog,2026-04-15
XFC-04446,-0.0409,Sleeping Dog,2026-04-15
XFC-04447,-0.0503,Sleeping Dog,2026-04-15
XFC-04448,0.028,Sure Thing,2026-04-15
XFC-04449,0.0585,Persuadible,2026-04-15
XFC-04450,0.1397,Persuadible,2026-04-15
XFC-04451,-0.0196,Lost Cause,2026-04-15
XFC-04452,-0.0198,Lost Cause,2026-04-15
XFC-04453,0.112,Persuadible,2026-04-15
XFC-04454,0.0437,Sure Thing,2026-04-15
XFC-04455,0.1214,Persuadible,2026-04-15
XFC-04456,0.0431,Sure Thing,2026-04-15
XFC-04457,-0.0726,Sleeping Dog,2026-04-15
XFC-04458,-0.0867,Sleeping Dog,2026-04-15
XFC-04459,-0.1041,Sleeping Dog,2026-04-15
XFC-04460,0.073,Persuadible,2026-04-15
XFC-04461,0.1151,Persuadible,2026-04-15
XFC-04462,0.1679,Persuadible,2026-04-15
XFC-04463,0.0874,Persuadible,2026-04-15
XFC-04464,0.113,Persuadible,2026-04-15
XFC-04465,-0.0264,Lost Cause,2026-04-15
XFC-04466,-0.0725,Sleeping Dog,2026-04-15
XFC-04467,0.088,Persuadible,2026-04-15
XFC-04468,0.0534,Persuadible,2026-04-15
XFC-04469,0.0286,Sure Thing,2026-04-15
XFC-04470,0.051,Persuadible,2026-04-15
XFC-04471,0.0459,Sure Thing,2026-04-15
XFC-04472,0.1227,Persuadible,2026-04-15
XFC-04473,0.1236,Persuadible,2026-04-15
XFC-04474,0.0635,Persuadible,2026-04-15
XFC-04475,0.0877,Persuadible,2026-04-15
XFC-04476,0.0611,Persuadible,2026-04-15
XFC-04477,-0.0169,Lost Cause,2026-04-15
XFC-04478,0.0805,Persuadible,2026-04-15
XFC-04479,-0.0916,Sleeping Dog,2026-04-15
XFC-04480,0.1043,Persuadible,2026-04-15
XFC-04481,-0.0756,Sleeping Dog,2026-04-15
XFC-04482,0.0429,Sure Thing,2026-04-15
XFC-04483,-0.0476,Sleeping Dog,2026-04-15
XFC-04484,0.0643,Persuadible,2026-04-15
XFC-04485,0.0173,Lost Cause,2026-04-15
XFC-04486,-0.1076,Sleeping Dog,2026-04-15
XFC-04487,0.0537,Persuadible,2026-04-15
XFC-04488,-0.0262,Lost Cause,2026-04-15
XFC-04489,0.0905,Persuadible,2026-04-15
XFC-04490,0.0201,Sure Thing,2026-04-15
XFC-04491,0.0516,Persuadible,2026-04-15
XFC-04492,-0.0566,Sleeping Dog,2026-04-15
XFC-04493,-0.0271,Lost Cause,2026-04-15
XFC-04494,-0.0167,Lost Cause,2026-04-15
XFC-04495,0.0885,Persuadible,2026-04-15
XFC-04496,0.1542,Persuadible,2026-04-15
XFC-04497,-0.0444,Sleeping Dog,2026-04-15
XFC-04498,0.1061,Persuadible,2026-04-15
XFC-04499,-0.1536,Sleeping Dog,2026-04-15
XFC-04500,-0.0755,Sleeping Dog,2026-04-15
XFC-04501,-0.0567,Sleeping Dog,2026-04-15
XFC-04502,-0.0882,Sleeping Dog,2026-04-15
XFC-04503,-0.1067,Sleeping Dog,2026-04-15
XFC-04504,0.053,Persuadible,2026-04-15
XFC-04505,0.0029,Lost Cause,2026-04-15
XFC-04506,0.0504,Persuadible,2026-04-15
XFC-04507,0.0752,Persuadible,2026-04-15
XFC-04508,0.0412,Sure Thing,2026-04-15
XFC-04509,0.0726,Persuadible,2026-04-15
XFC-04510,0.0144,Lost Cause,2026-04-15
XFC-04511,-0.075,Sleeping Dog,2026-04-15
XFC-04512,0.1046,Persuadible,2026-04-15
XFC-04513,-0.0271,Lost Cause,2026-04-15
XFC-04514,-0.0548,Sleeping Dog,2026-04-15
XFC-04515,0.0058,Lost Cause,2026-04-15
XFC-04516,-0.053,Sleeping Dog,2026-04-15
XFC-04517,-0.0134,Lost Cause,2026-04-15
XFC-04518,0.0475,Sure Thing,2026-04-15
XFC-04519,0.0479,Sure Thing,2026-04-15
XFC-04520,-0.0518,Sleeping Dog,2026-04-15
XFC-04521,-0.019,Lost Cause,2026-04-15
XFC-04522,0.1059,Persuadible,2026-04-15
XFC-04523,0.0597,Persuadible,2026-04-15
XFC-04524,0.186,Persuadible,2026-04-15
XFC-04525,0.1144,Persuadible,2026-04-15
XFC-04526,0.1115,Persuadible,2026-04-15
XFC-04527,-0.091,Sleeping Dog,2026-04-15
XFC-04528,0.0811,Persuadible,2026-04-15
XFC-04529,0.0158,Lost Cause,2026-04-15
XFC-04530,-0.0241,Lost Cause,2026-04-15
XFC-04531,0.0334,Sure Thing,2026-04-15
XFC-04532,0.0956,Persuadible,2026-04-15
XFC-04533,0.0601,Persuadible,2026-04-15
XFC-04534,-0.0503,Sleeping Dog,2026-04-15
XFC-04535,0.0794,Persuadible,2026-04-15
XFC-04536,-0.031,Sleeping Dog,2026-04-15
XFC-04537,0.0373,Sure Thing,2026-04-15
XFC-04538,-0.0043,Lost Cause,2026-04-15
XFC-04539,0.0025,Lost Cause,2026-04-15
XFC-04540,0.0813,Persuadible,2026-04-15
XFC-04541,-0.0632,Sleeping Dog,2026-04-15
XFC-04542,0.1756,Persuadible,2026-04-15
XFC-04543,-0.1257,Sleeping Dog,2026-04-15
XFC-04544,-0.0278,Lost Cause,2026-04-15
XFC-04545,0.0496,Sure Thing,2026-04-15
XFC-04546,0.0667,Persuadible,2026-04-15
XFC-04547,0.012,Lost Cause,2026-04-15
XFC-04548,0.0154,Lost Cause,2026-04-15
XFC-04549,0.0528,Persuadible,2026-04-15
XFC-04550,0.0015,Lost Cause,2026-04-15
XFC-04551,0.1315,Persuadible,2026-04-15
XFC-04552,0.0871,Persuadible,2026-04-15
XFC-04553,0.0898,Persuadible,2026-04-15
XFC-04554,-0.0573,Sleeping Dog,2026-04-15
XFC-04555,0.0136,Lost Cause,2026-04-15
XFC-04556,-0.004,Lost Cause,2026-04-15
XFC-04557,-0.0604,Sleeping Dog,2026-04-15
XFC-04558,0.0488,Sure Thing,2026-04-15
XFC-04559,-0.023,Lost Cause,2026-04-15
XFC-04560,0.0724,Persuadible,2026-04-15
XFC-04561,-0.0656,Sleeping Dog,2026-04-15
XFC-04562,0.1575,Persuadible,2026-04-15
XFC-04563,-0.0517,Sleeping Dog,2026-04-15
XFC-04564,0.0375,Sure Thing,2026-04-15
XFC-04565,0.0833,Persuadible,2026-04-15
XFC-04566,-0.0257,Lost Cause,2026-04-15
XFC-04567,0.0882,Persuadible,2026-04-15
XFC-04568,-0.0783,Sleeping Dog,2026-04-15
XFC-04569,0.1362,Persuadible,2026-04-15
XFC-04570,0.0211,Sure Thing,2026-04-15
XFC-04571,-0.0277,Lost Cause,2026-04-15
XFC-04572,-0.0039,Lost Cause,2026-04-15
XFC-04573,0.0847,Persuadible,2026-04-15
XFC-04574,-0.0268,Lost Cause,2026-04-15
XFC-04575,-0.0399,Sleeping Dog,2026-04-15
XFC-04576,0.0023,Lost Cause,2026-04-15
XFC-04577,-0.0742,Sleeping Dog,2026-04-15
XFC-04578,0.1656,Persuadible,2026-04-15
XFC-04579,-0.0253,Lost Cause,2026-04-15
XFC-04580,0.0865,Persuadible,2026-04-15
XFC-04581,0.0368,Sure Thing,2026-04-15
XFC-04582,-0.0588,Sleeping Dog,2026-04-15
XFC-04583,0.0195,Lost Cause,2026-04-15
XFC-04584,0.0827,Persuadible,2026-04-15
XFC-04585,0.0049,Lost Cause,2026-04-15
XFC-04586,0.1154,Persuadible,2026-04-15
XFC-04587,0.1017,Persuadible,2026-04-15
XFC-04588,0.0935,Persuadible,2026-04-15
XFC-04589,-0.0168,Lost Cause,2026-04-15
XFC-04590,-0.0664,Sleeping Dog,2026-04-15
XFC-04591,-0.0291,Lost Cause,2026-04-15
XFC-04592,0.0357,Sure Thing,2026-04-15
XFC-04593,0.0637,Persuadible,2026-04-15
XFC-04594,-0.1537,Sleeping Dog,2026-04-15
XFC-04595,0.0194,Lost Cause,2026-04-15
XFC-04596,0.0326,Sure Thing,2026-04-15
XFC-04597,-0.0022,Lost Cause,2026-04-15
XFC-04598,0.1233,Persuadible,2026-04-15
XFC-04599,0.0537,Persuadible,2026-04-15
XFC-04600,0.1248,Persuadible,2026-04-15
XFC-04601,0.0027,Lost Cause,2026-04-15
XFC-04602,0.095,Persuadible,2026-04-15
XFC-04603,0.1508,Persuadible,2026-04-15
XFC-04604,0.1249,Persuadible,2026-04-15
XFC-04605,-0.0674,Sleeping Dog,2026-04-15
XFC-04606,-0.0003,Lost Cause,2026-04-15
XFC-04607,-0.0076,Lost Cause,2026-04-15
XFC-04608,0.0591,Persuadible,2026-04-15
XFC-04609,0.0749,Persuadible,2026-04-15
XFC-04610,-0.0471,Sleeping Dog,2026-04-15
XFC-04611,0.0254,Sure Thing,2026-04-15
XFC-04612,-0.1416,Sleeping Dog,2026-04-15
XFC-04613,0.1354,Persuadible,2026-04-15
XFC-04614,-0.021,Lost Cause,2026-04-15
XFC-04615,0.0245,Sure Thing,2026-04-15
XFC-04616,-0.0048,Lost Cause,2026-04-15
XFC-04617,0.1117,Persuadible,2026-04-15
XFC-04618,-0.207,Sleeping Dog,2026-04-15
XFC-04619,0.0187,Lost Cause,2026-04-15
XFC-04620,0.0115,Lost Cause,2026-04-15
XFC-04621,-0.0163,Lost Cause,2026-04-15
XFC-04622,0.1581,Persuadible,2026-04-15
XFC-04623,-0.051,Sleeping Dog,2026-04-15
XFC-04624,0.0817,Persuadible,2026-04-15
XFC-04625,0.0485,Sure Thing,2026-04-15
XFC-04626,0.1209,Persuadible,2026-04-15
XFC-04627,-0.0334,Sleeping Dog,2026-04-15
XFC-04628,-0.0386,Sleeping Dog,2026-04-15
XFC-04629,0.1077,Persuadible,2026-04-15
XFC-04630,0.054,Persuadible,2026-04-15
XFC-04631,-0.1036,Sleeping Dog,2026-04-15
XFC-04632,-0.0231,Lost Cause,2026-04-15
XFC-04633,0.0509,Persuadible,2026-04-15
XFC-04634,0.087,Persuadible,2026-04-15
XFC-04635,-0.0343,Sleeping Dog,2026-04-15
XFC-04636,-0.2131,Sleeping Dog,2026-04-15
XFC-04637,0.0619,Persuadible,2026-04-15
XFC-04638,-0.0776,Sleeping Dog,2026-04-15
XFC-04639,-0.1414,Sleeping Dog,2026-04-15
XFC-04640,-0.2066,Sleeping Dog,2026-04-15
XFC-04641,0.0851,Persuadible,2026-04-15
XFC-04642,0.0303,Sure Thing,2026-04-15
XFC-04643,0.0019,Lost Cause,2026-04-15
XFC-04644,0.1311,Persuadible,2026-04-15
XFC-04645,0.071,Persuadible,2026-04-15
XFC-04646,0.1493,Persuadible,2026-04-15
XFC-04647,-0.0914,Sleeping Dog,2026-04-15
XFC-04648,0.0172,Lost Cause,2026-04-15
XFC-04649,-0.1093,Sleeping Dog,2026-04-15
XFC-04650,0.0016,Lost Cause,2026-04-15
XFC-04651,0.0001,Lost Cause,2026-04-15
XFC-04652,0.0701,Persuadible,2026-04-15
XFC-04653,0.0236,Sure Thing,2026-04-15
XFC-04654,0.0699,Persuadible,2026-04-15
XFC-04655,0.0763,Persuadible,2026-04-15
XFC-04656,0.1924,Persuadible,2026-04-15
XFC-04657,-0.0052,Lost Cause,2026-04-15
XFC-04658,-0.0553,Sleeping Dog,2026-04-15
XFC-04659,0.0397,Sure Thing,2026-04-15
XFC-04660,-0.0442,Sleeping Dog,2026-04-15
XFC-04661,0.1386,Persuadible,2026-04-15
XFC-04662,-0.0027,Lost Cause,2026-04-15
XFC-04663,-0.0252,Lost Cause,2026-04-15
XFC-04664,-0.0177,Lost Cause,2026-04-15
XFC-04665,0.0775,Persuadible,2026-04-15
XFC-04666,0.0074,Lost Cause,2026-04-15
XFC-04667,-0.0313,Sleeping Dog,2026-04-15
XFC-04668,0.1532,Persuadible,2026-04-15
XFC-04669,-0.0485,Sleeping Dog,2026-04-15
XFC-04670,0.0228,Sure Thing,2026-04-15
XFC-04671,0.0722,Persuadible,2026-04-15
XFC-04672,-0.1105,Sleeping Dog,2026-04-15
XFC-04673,0.0584,Persuadible,2026-04-15
XFC-04674,-0.0644,Sleeping Dog,2026-04-15
XFC-04675,0.0858,Persuadible,2026-04-15
XFC-04676,-0.057,Sleeping Dog,2026-04-15
XFC-04677,0.0754,Persuadible,2026-04-15
XFC-04678,0.1085,Persuadible,2026-04-15
XFC-04679,0.0889,Persuadible,2026-04-15
XFC-04680,0.0401,Sure Thing,2026-04-15
XFC-04681,0.0015,Lost Cause,2026-04-15
XFC-04682,-0.0261,Lost Cause,2026-04-15
XFC-04683,0.1377,Persuadible,2026-04-15
XFC-04684,-0.036,Sleeping Dog,2026-04-15
XFC-04685,-0.063,Sleeping Dog,2026-04-15
XFC-04686,0.0732,Persuadible,2026-04-15
XFC-04687,-0.0437,Sleeping Dog,2026-04-15
XFC-04688,-0.056,Sleeping Dog,2026-04-15
XFC-04689,-0.0955,Sleeping Dog,2026-04-15
XFC-04690,-0.0186,Lost Cause,2026-04-15
XFC-04691,0.0134,Lost Cause,2026-04-15
XFC-04692,0.0394,Sure Thing,2026-04-15
XFC-04693,0.0961,Persuadible,2026-04-15
XFC-04694,0.0622,Persuadible,2026-04-15
XFC-04695,0.0047,Lost Cause,2026-04-15
XFC-04696,0.0041,Lost Cause,2026-04-15
XFC-04697,0.0608,Persuadible,2026-04-15
XFC-04698,0.1218,Persuadible,2026-04-15
XFC-04699,0.0301,Sure Thing,2026-04-15
XFC-04700,-0.0175,Lost Cause,2026-04-15
XFC-04701,-0.0594,Sleeping Dog,2026-04-15
XFC-04702,-0.0956,Sleeping Dog,2026-04-15
XFC-04703,0.0733,Persuadible,2026-04-15
XFC-04704,0.0662,Persuadible,2026-04-15
XFC-04705,0.0662,Persuadible,2026-04-15
XFC-04706,0.0097,Lost Cause,2026-04-15
XFC-04707,0.1326,Persuadible,2026-04-15
XFC-04708,-0.0187,Lost Cause,2026-04-15
XFC-04709,0.0964,Persuadible,2026-04-15
XFC-04710,0.0169,Lost Cause,2026-04-15
XFC-04711,-0.0287,Lost Cause,2026-04-15
XFC-04712,0.0674,Persuadible,2026-04-15
XFC-04713,0.0528,Persuadible,2026-04-15
XFC-04714,0.0486,Sure Thing,2026-04-15
XFC-04715,0.0265,Sure Thing,2026-04-15
XFC-04716,0.017,Lost Cause,2026-04-15
XFC-04717,0.2111,Persuadible,2026-04-15
XFC-04718,0.1147,Persuadible,2026-04-15
XFC-04719,0.0778,Persuadible,2026-04-15
XFC-04720,0.0289,Sure Thing,2026-04-15
XFC-04721,0.1006,Persuadible,2026-04-15
XFC-04722,0.0614,Persuadible,2026-04-15
XFC-04723,0.0221,Sure Thing,2026-04-15
XFC-04724,-0.0043,Lost Cause,2026-04-15
XFC-04725,0.0135,Lost Cause,2026-04-15
XFC-04726,-0.2336,Sleeping Dog,2026-04-15
XFC-04727,0.0368,Sure Thing,2026-04-15
XFC-04728,-0.0191,Lost Cause,2026-04-15
XFC-04729,0.1474,Persuadible,2026-04-15
XFC-04730,0.0215,Sure Thing,2026-04-15
XFC-04731,-0.0751,Sleeping Dog,2026-04-15
XFC-04732,0.016,Lost Cause,2026-04-15
XFC-04733,-0.0637,Sleeping Dog,2026-04-15
XFC-04734,0.0579,Persuadible,2026-04-15
XFC-04735,0.0433,Sure Thing,2026-04-15
XFC-04736,0.0966,Persuadible,2026-04-15
XFC-04737,-0.0433,Sleeping Dog,2026-04-15
XFC-04738,0.0227,Sure Thing,2026-04-15
XFC-04739,-0.0892,Sleeping Dog,2026-04-15
XFC-04740,0.0761,Persuadible,2026-04-15
XFC-04741,0.0615,Persuadible,2026-04-15
XFC-04742,0.0597,Persuadible,2026-04-15
XFC-04743,0.0201,Sure Thing,2026-04-15
XFC-04744,0.0532,Persuadible,2026-04-15
XFC-04745,0.1483,Persuadible,2026-04-15
XFC-04746,-0.0028,Lost Cause,2026-04-15
XFC-04747,0.0311,Sure Thing,2026-04-15
XFC-04748,-0.0669,Sleeping Dog,2026-04-15
XFC-04749,-0.0495,Sleeping Dog,2026-04-15
XFC-04750,0.0278,Sure Thing,2026-04-15
XFC-04751,0.1083,Persuadible,2026-04-15
XFC-04752,-0.0005,Lost Cause,2026-04-15
XFC-04753,0.0011,Lost Cause,2026-04-15
XFC-04754,-0.0126,Lost Cause,2026-04-15
XFC-04755,-0.0228,Lost Cause,2026-04-15
XFC-04756,0.0436,Sure Thing,2026-04-15
XFC-04757,-0.0998,Sleeping Dog,2026-04-15
XFC-04758,0.1225,Persuadible,2026-04-15
XFC-04759,-0.0332,Sleeping Dog,2026-04-15
XFC-04760,0.0778,Persuadible,2026-04-15
XFC-04761,-0.0816,Sleeping Dog,2026-04-15
XFC-04762,0.0735,Persuadible,2026-04-15
XFC-04763,0.0738,Persuadible,2026-04-15
XFC-04764,0.0507,Persuadible,2026-04-15
XFC-04765,-0.0596,Sleeping Dog,2026-04-15
XFC-04766,0.04,Sure Thing,2026-04-15
XFC-04767,-0.0746,Sleeping Dog,2026-04-15
XFC-04768,-0.0002,Lost Cause,2026-04-15
XFC-04769,0.1024,Persuadible,2026-04-15
XFC-04770,0.0837,Persuadible,2026-04-15
XFC-04771,0.0212,Sure Thing,2026-04-15
XFC-04772,-0.058,Sleeping Dog,2026-04-15
XFC-04773,0.0716,Persuadible,2026-04-15
XFC-04774,0.0216,Sure Thing,2026-04-15
XFC-04775,-0.1656,Sleeping Dog,2026-04-15
XFC-04776,0.0826,Persuadible,2026-04-15
XFC-04777,0.0181,Lost Cause,2026-04-15
XFC-04778,0.1162,Persuadible,2026-04-15
XFC-04779,-0.0676,Sleeping Dog,2026-04-15
XFC-04780,-0.2341,Sleeping Dog,2026-04-15
XFC-04781,0.0423,Sure Thing,2026-04-15
XFC-04782,0.0433,Sure Thing,2026-04-15
XFC-04783,-0.1153,Sleeping Dog,2026-04-15
XFC-04784,-0.0583,Sleeping Dog,2026-04-15
XFC-04785,0.2404,Persuadible,2026-04-15
XFC-04786,-0.0044,Lost Cause,2026-04-15
XFC-04787,0.0785,Persuadible,2026-04-15
XFC-04788,-0.0321,Sleeping Dog,2026-04-15
XFC-04789,-0.1472,Sleeping Dog,2026-04-15
XFC-04790,0.0064,Lost Cause,2026-04-15
XFC-04791,-0.0012,Lost Cause,2026-04-15
XFC-04792,-0.012,Lost Cause,2026-04-15
XFC-04793,0.0108,Lost Cause,2026-04-15
XFC-04794,0.0411,Sure Thing,2026-04-15
XFC-04795,0.008,Lost Cause,2026-04-15
XFC-04796,-0.0811,Sleeping Dog,2026-04-15
XFC-04797,0.0589,Persuadible,2026-04-15
XFC-04798,-0.1359,Sleeping Dog,2026-04-15
XFC-04799,-0.144,Sleeping Dog,2026-04-15
XFC-04800,0.0791,Persuadible,2026-04-15
XFC-04801,0.0606,Persuadible,2026-04-15
XFC-04802,0.0154,Lost Cause,2026-04-15
XFC-04803,-0.0916,Sleeping Dog,2026-04-15
XFC-04804,-0.0366,Sleeping Dog,2026-04-15
XFC-04805,-0.001,Lost Cause,2026-04-15
XFC-04806,-0.1077,Sleeping Dog,2026-04-15
XFC-04807,-0.0391,Sleeping Dog,2026-04-15
XFC-04808,0.0722,Persuadible,2026-04-15
XFC-04809,0.1342,Persuadible,2026-04-15
XFC-04810,-0.0136,Lost Cause,2026-04-15
XFC-04811,0.0805,Persuadible,2026-04-15
XFC-04812,-0.1331,Sleeping Dog,2026-04-15
XFC-04813,0.0728,Persuadible,2026-04-15
XFC-04814,-0.0443,Sleeping Dog,2026-04-15
XFC-04815,0.0446,Sure Thing,2026-04-15
XFC-04816,0.0002,Lost Cause,2026-04-15
XFC-04817,0.1256,Persuadible,2026-04-15
XFC-04818,-0.05,Sleeping Dog,2026-04-15
XFC-04819,0.0702,Persuadible,2026-04-15
XFC-04820,-0.0024,Lost Cause,2026-04-15
XFC-04821,0.0073,Lost Cause,2026-04-15
XFC-04822,0.0053,Lost Cause,2026-04-15
XFC-04823,-0.0477,Sleeping Dog,2026-04-15
XFC-04824,0.0189,Lost Cause,2026-04-15
XFC-04825,0.015,Lost Cause,2026-04-15
XFC-04826,0.0393,Sure Thing,2026-04-15
XFC-04827,0.0268,Sure Thing,2026-04-15
XFC-04828,0.0838,Persuadible,2026-04-15
XFC-04829,0.0939,Persuadible,2026-04-15
XFC-04830,-0.064,Sleeping Dog,2026-04-15
XFC-04831,0.0895,Persuadible,2026-04-15
XFC-04832,-0.0749,Sleeping Dog,2026-04-15
XFC-04833,0.067,Persuadible,2026-04-15
XFC-04834,0.0696,Persuadible,2026-04-15
XFC-04835,-0.1329,Sleeping Dog,2026-04-15
XFC-04836,0.0274,Sure Thing,2026-04-15
XFC-04837,-0.0175,Lost Cause,2026-04-15
XFC-04838,-0.0407,Sleeping Dog,2026-04-15
XFC-04839,0.1281,Persuadible,2026-04-15
XFC-04840,-0.0323,Sleeping Dog,2026-04-15
XFC-04841,-0.0445,Sleeping Dog,2026-04-15
XFC-04842,0.0261,Sure Thing,2026-04-15
XFC-04843,0.0748,Persuadible,2026-04-15
XFC-04844,0.0087,Lost Cause,2026-04-15
XFC-04845,0.1133,Persuadible,2026-04-15
XFC-04846,0.0625,Persuadible,2026-04-15
XFC-04847,-0.1543,Sleeping Dog,2026-04-15
XFC-04848,-0.0224,Lost Cause,2026-04-15
XFC-04849,-0.0249,Lost Cause,2026-04-15
XFC-04850,0.0583,Persuadible,2026-04-15
XFC-04851,-0.19,Sleeping Dog,2026-04-15
XFC-04852,0.2239,Persuadible,2026-04-15
XFC-04853,0.0625,Persuadible,2026-04-15
XFC-04854,0.0319,Sure Thing,2026-04-15
XFC-04855,0.1145,Persuadible,2026-04-15
XFC-04856,0.2075,Persuadible,2026-04-15
XFC-04857,0.0897,Persuadible,2026-04-15
XFC-04858,0.0959,Persuadible,2026-04-15
XFC-04859,0.0305,Sure Thing,2026-04-15
XFC-04860,0.0087,Lost Cause,2026-04-15
XFC-04861,-0.0181,Lost Cause,2026-04-15
XFC-04862,-0.0461,Sleeping Dog,2026-04-15
XFC-04863,-0.035,Sleeping Dog,2026-04-15
XFC-04864,-0.088,Sleeping Dog,2026-04-15
XFC-04865,0.0139,Lost Cause,2026-04-15
XFC-04866,-0.1148,Sleeping Dog,2026-04-15
XFC-04867,0.0353,Sure Thing,2026-04-15
XFC-04868,0.0171,Lost Cause,2026-04-15
XFC-04869,0.0318,Sure Thing,2026-04-15
XFC-04870,-0.0218,Lost Cause,2026-04-15
XFC-04871,0.2661,Persuadible,2026-04-15
XFC-04872,0.1288,Persuadible,2026-04-15
XFC-04873,-0.0796,Sleeping Dog,2026-04-15
XFC-04874,0.0386,Sure Thing,2026-04-15
XFC-04875,-0.0286,Lost Cause,2026-04-15
XFC-04876,-0.0612,Sleeping Dog,2026-04-15
XFC-04877,-0.0872,Sleeping Dog,2026-04-15
XFC-04878,0.0546,Persuadible,2026-04-15
XFC-04879,-0.0345,Sleeping Dog,2026-04-15
XFC-04880,0.0974,Persuadible,2026-04-15
XFC-04881,0.0995,Persuadible,2026-04-15
XFC-04882,0.1299,Persuadible,2026-04-15
XFC-04883,-0.0482,Sleeping Dog,2026-04-15
XFC-04884,0.058,Persuadible,2026-04-15
XFC-04885,0.0706,Persuadible,2026-04-15
XFC-04886,-0.0179,Lost Cause,2026-04-15
XFC-04887,-0.0417,Sleeping Dog,2026-04-15
XFC-04888,0.1488,Persuadible,2026-04-15
XFC-04889,0.0382,Sure Thing,2026-04-15
XFC-04890,0.0709,Persuadible,2026-04-15
XFC-04891,-0.0458,Sleeping Dog,2026-04-15
XFC-04892,-0.0775,Sleeping Dog,2026-04-15
XFC-04893,-0.0256,Lost Cause,2026-04-15
XFC-04894,0.0101,Lost Cause,2026-04-15
