customer_id,cluster,segmento,fecha_segmentacion
XFC-03438,3,Frecuente Digital,2026-04-15
XFC-03439,1,Estándar Presencial,2026-04-15
XFC-03440,0,Crónico Alto Valor,2026-04-15
XFC-03441,3,Frecuente Digital,2026-04-15
XFC-03442,1,Estándar Presencial,2026-04-15
XFC-03443,1,Estándar Presencial,2026-04-15
XFC-03444,4,Crónico en Riesgo,2026-04-15
XFC-03445,3,Frecuente Digital,2026-04-15
XFC-03446,4,Crónico en Riesgo,2026-04-15
XFC-03447,1,Estándar Presencial,2026-04-15
XFC-03448,2,Esporádico / Inactivo,2026-04-15
XFC-03449,1,Estándar Presencial,2026-04-15
XFC-03450,1,Estándar Presencial,2026-04-15
XFC-03451,1,Estándar Presencial,2026-04-15
XFC-03452,0,Crónico Alto Valor,2026-04-15
XFC-03453,1,Estándar Presencial,2026-04-15
XFC-03454,4,Crónico en Riesgo,2026-04-15
XFC-03455,2,Esporádico / Inactivo,2026-04-15
XFC-03456,1,Estándar Presencial,2026-04-15
XFC-03457,2,Esporádico / Inactivo,2026-04-15
XFC-03458,1,Estándar Presencial,2026-04-15
XFC-03459,2,Esporádico / Inactivo,2026-04-15
XFC-03460,2,Esporádico / Inactivo,2026-04-15
XFC-03461,1,Estándar Presencial,2026-04-15
XFC-03462,1,Estándar Presencial,2026-04-15
XFC-03463,4,Crónico en Riesgo,2026-04-15
XFC-03464,3,Frecuente Digital,2026-04-15
XFC-03465,1,Estándar Presencial,2026-04-15
XFC-03466,0,Crónico Alto Valor,2026-04-15
XFC-03467,2,Esporádico / Inactivo,2026-04-15
XFC-03468,3,Frecuente Digital,2026-04-15
XFC-03469,0,Crónico Alto Valor,2026-04-15
XFC-03470,3,Frecuente Digital,2026-04-15
XFC-03471,1,Estándar Presencial,2026-04-15
XFC-03472,4,Crónico en Riesgo,2026-04-15
XFC-03473,2,Esporádico / Inactivo,2026-04-15
XFC-03474,2,Esporádico / Inactivo,2026-04-15
XFC-03475,1,Estándar Presencial,2026-04-15
XFC-03476,4,Crónico en Riesgo,2026-04-15
XFC-03477,2,Esporádico / Inactivo,2026-04-15
XFC-03478,1,Estándar Presencial,2026-04-15
XFC-03479,3,Frecuente Digital,2026-04-15
XFC-03480,0,Crónico Alto Valor,2026-04-15
XFC-03481,3,Frecuente Digital,2026-04-15
XFC-03482,1,Estándar Presencial,2026-04-15
XFC-03483,2,Esporádico / Inactivo,2026-04-15
XFC-03484,4,Crónico en Riesgo,2026-04-15
XFC-03485,4,Crónico en Riesgo,2026-04-15
XFC-03486,4,Crónico en Riesgo,2026-04-15
XFC-03487,1,Estándar Presencial,2026-04-15
XFC-03488,1,Estándar Presencial,2026-04-15
XFC-03489,1,Estándar Presencial,2026-04-15
XFC-03490,1,Estándar Presencial,2026-04-15
XFC-03491,4,Crónico en Riesgo,2026-04-15
XFC-03492,0,Crónico Alto Valor,2026-04-15
XFC-03493,1,Estándar Presencial,2026-04-15
XFC-03494,1,Estándar Presencial,2026-04-15
XFC-03495,1,Estándar Presencial,2026-04-15
XFC-03496,1,Estándar Presencial,2026-04-15
XFC-03497,0,Crónico Alto Valor,2026-04-15
XFC-03498,3,Frecuente Digital,2026-04-15
XFC-03499,4,Crónico en Riesgo,2026-04-15
XFC-03500,3,Frecuente Digital,2026-04-15
XFC-03501,1,Estándar Presencial,2026-04-15
XFC-03502,1,Estándar Presencial,2026-04-15
XFC-03503,0,Crónico Alto Valor,2026-04-15
XFC-03504,2,Esporádico / Inactivo,2026-04-15
XFC-03505,4,Crónico en Riesgo,2026-04-15
XFC-03506,4,Crónico en Riesgo,2026-04-15
XFC-03507,3,Frecuente Digital,2026-04-15
XFC-03508,1,Estándar Presencial,2026-04-15
XFC-03509,4,Crónico en Riesgo,2026-04-15
XFC-03510,1,Estándar Presencial,2026-04-15
XFC-03511,1,Estándar Presencial,2026-04-15
XFC-03512,1,Estándar Presencial,2026-04-15
XFC-03513,4,Crónico en Riesgo,2026-04-15
XFC-03514,4,Crónico en Riesgo,2026-04-15
XFC-03515,2,Esporádico / Inactivo,2026-04-15
XFC-03516,2,Esporádico / Inactivo,2026-04-15
XFC-03517,4,Crónico en Riesgo,2026-04-15
XFC-03518,2,Esporádico / Inactivo,2026-04-15
XFC-03519,4,Crónico en Riesgo,2026-04-15
XFC-03520,0,Crónico Alto Valor,2026-04-15
XFC-03521,0,Crónico Alto Valor,2026-04-15
XFC-03522,1,Estándar Presencial,2026-04-15
XFC-03523,0,Crónico Alto Valor,2026-04-15
XFC-03524,2,Esporádico / Inactivo,2026-04-15
XFC-03525,1,Estándar Presencial,2026-04-15
XFC-03526,4,Crónico en Riesgo,2026-04-15
XFC-03527,1,Estándar Presencial,2026-04-15
XFC-03528,2,Esporádico / Inactivo,2026-04-15
XFC-03529,3,Frecuente Digital,2026-04-15
XFC-03530,0,Crónico Alto Valor,2026-04-15
XFC-03531,4,Crónico en Riesgo,2026-04-15
XFC-03532,1,Estándar Presencial,2026-04-15
XFC-03533,4,Crónico en Riesgo,2026-04-15
XFC-03534,1,Estándar Presencial,2026-04-15
XFC-03535,3,Frecuente Digital,2026-04-15
XFC-03536,1,Estándar Presencial,2026-04-15
XFC-03537,1,Estándar Presencial,2026-04-15
XFC-03538,0,Crónico Alto Valor,2026-04-15
XFC-03539,4,Crónico en Riesgo,2026-04-15
XFC-03540,1,Estándar Presencial,2026-04-15
XFC-03541,2,Esporádico / Inactivo,2026-04-15
XFC-03542,2,Esporádico / Inactivo,2026-04-15
XFC-03543,1,Estándar Presencial,2026-04-15
XFC-03544,0,Crónico Alto Valor,2026-04-15
XFC-03545,1,Estándar Presencial,2026-04-15
XFC-03546,3,Frecuente Digital,2026-04-15
XFC-03547,3,Frecuente Digital,2026-04-15
XFC-03548,2,Esporádico / Inactivo,2026-04-15
XFC-03549,0,Crónico Alto Valor,2026-04-15
XFC-03550,0,Crónico Alto Valor,2026-04-15
XFC-03551,4,Crónico en Riesgo,2026-04-15
XFC-03552,1,Estándar Presencial,2026-04-15
XFC-03553,1,Estándar Presencial,2026-04-15
XFC-03554,1,Estándar Presencial,2026-04-15
XFC-03555,2,Esporádico / Inactivo,2026-04-15
XFC-03556,0,Crónico Alto Valor,2026-04-15
XFC-03557,0,Crónico Alto Valor,2026-04-15
XFC-03558,3,Frecuente Digital,2026-04-15
XFC-03559,1,Estándar Presencial,2026-04-15
XFC-03560,1,Estándar Presencial,2026-04-15
XFC-03561,1,Estándar Presencial,2026-04-15
XFC-03562,2,Esporádico / Inactivo,2026-04-15
XFC-03563,1,Estándar Presencial,2026-04-15
XFC-03564,2,Esporádico / Inactivo,2026-04-15
XFC-03565,4,Crónico en Riesgo,2026-04-15
XFC-03566,3,Frecuente Digital,2026-04-15
XFC-03567,1,Estándar Presencial,2026-04-15
XFC-03568,2,Esporádico / Inactivo,2026-04-15
XFC-03569,1,Estándar Presencial,2026-04-15
XFC-03570,2,Esporádico / Inactivo,2026-04-15
XFC-03571,1,Estándar Presencial,2026-04-15
XFC-03572,1,Estándar Presencial,2026-04-15
XFC-03573,1,Estándar Presencial,2026-04-15
XFC-03574,4,Crónico en Riesgo,2026-04-15
XFC-03575,1,Estándar Presencial,2026-04-15
XFC-03576,2,Esporádico / Inactivo,2026-04-15
XFC-03577,1,Estándar Presencial,2026-04-15
XFC-03578,1,Estándar Presencial,2026-04-15
XFC-03579,0,Crónico Alto Valor,2026-04-15
XFC-03580,2,Esporádico / Inactivo,2026-04-15
XFC-03581,3,Frecuente Digital,2026-04-15
XFC-03582,1,Estándar Presencial,2026-04-15
XFC-03583,1,Estándar Presencial,2026-04-15
XFC-03584,1,Estándar Presencial,2026-04-15
XFC-03585,3,Frecuente Digital,2026-04-15
XFC-03586,2,Esporádico / Inactivo,2026-04-15
XFC-03587,2,Esporádico / Inactivo,2026-04-15
XFC-03588,1,Estándar Presencial,2026-04-15
XFC-03589,1,Estándar Presencial,2026-04-15
XFC-03590,3,Frecuente Digital,2026-04-15
XFC-03591,2,Esporádico / Inactivo,2026-04-15
XFC-03592,4,Crónico en Riesgo,2026-04-15
XFC-03593,1,Estándar Presencial,2026-04-15
XFC-03594,1,Estándar Presencial,2026-04-15
XFC-03595,3,Frecuente Digital,2026-04-15
XFC-03596,3,Frecuente Digital,2026-04-15
XFC-03597,1,Estándar Presencial,2026-04-15
XFC-03598,1,Estándar Presencial,2026-04-15
XFC-03599,0,Crónico Alto Valor,2026-04-15
XFC-03600,4,Crónico en Riesgo,2026-04-15
XFC-03601,1,Estándar Presencial,2026-04-15
XFC-03602,1,Estándar Presencial,2026-04-15
XFC-03603,0,Crónico Alto Valor,2026-04-15
XFC-03604,1,Estándar Presencial,2026-04-15
XFC-03605,1,Estándar Presencial,2026-04-15
XFC-03606,2,Esporádico / Inactivo,2026-04-15
XFC-03607,4,Crónico en Riesgo,2026-04-15
XFC-03608,3,Frecuente Digital,2026-04-15
XFC-03609,1,Estándar Presencial,2026-04-15
XFC-03610,4,Crónico en Riesgo,2026-04-15
XFC-03611,2,Esporádico / Inactivo,2026-04-15
XFC-03612,3,Frecuente Digital,2026-04-15
XFC-03613,4,Crónico en Riesgo,2026-04-15
XFC-03614,4,Crónico en Riesgo,2026-04-15
XFC-03615,4,Crónico en Riesgo,2026-04-15
XFC-03616,2,Esporádico / Inactivo,2026-04-15
XFC-03617,4,Crónico en Riesgo,2026-04-15
XFC-03618,2,Esporádico / Inactivo,2026-04-15
XFC-03619,0,Crónico Alto Valor,2026-04-15
XFC-03620,1,Estándar Presencial,2026-04-15
XFC-03621,1,Estándar Presencial,2026-04-15
XFC-03622,1,Estándar Presencial,2026-04-15
XFC-03623,3,Frecuente Digital,2026-04-15
XFC-03624,2,Esporádico / Inactivo,2026-04-15
XFC-03625,4,Crónico en Riesgo,2026-04-15
XFC-03626,4,Crónico en Riesgo,2026-04-15
XFC-03627,1,Estándar Presencial,2026-04-15
XFC-03628,2,Esporádico / Inactivo,2026-04-15
XFC-03629,1,Estándar Presencial,2026-04-15
XFC-03630,4,Crónico en Riesgo,2026-04-15
XFC-03631,2,Esporádico / Inactivo,2026-04-15
XFC-03632,1,Estándar Presencial,2026-04-15
XFC-03633,1,Estándar Presencial,2026-04-15
XFC-03634,1,Estándar Presencial,2026-04-15
XFC-03635,1,Estándar Presencial,2026-04-15
XFC-03636,1,Estándar Presencial,2026-04-15
XFC-03637,3,Frecuente Digital,2026-04-15
XFC-03638,1,Estándar Presencial,2026-04-15
XFC-03639,0,Crónico Alto Valor,2026-04-15
XFC-03640,1,Estándar Presencial,2026-04-15
XFC-03641,1,Estándar Presencial,2026-04-15
XFC-03642,1,Estándar Presencial,2026-04-15
XFC-03643,2,Esporádico / Inactivo,2026-04-15
XFC-03644,1,Estándar Presencial,2026-04-15
XFC-03645,4,Crónico en Riesgo,2026-04-15
XFC-03646,1,Estándar Presencial,2026-04-15
XFC-03647,1,Estándar Presencial,2026-04-15
XFC-03648,0,Crónico Alto Valor,2026-04-15
XFC-03649,2,Esporádico / Inactivo,2026-04-15
XFC-03650,1,Estándar Presencial,2026-04-15
XFC-03651,3,Frecuente Digital,2026-04-15
XFC-03652,1,Estándar Presencial,2026-04-15
XFC-03653,4,Crónico en Riesgo,2026-04-15
XFC-03654,4,Crónico en Riesgo,2026-04-15
XFC-03655,3,Frecuente Digital,2026-04-15
XFC-03656,1,Estándar Presencial,2026-04-15
XFC-03657,4,Crónico en Riesgo,2026-04-15
XFC-03658,2,Esporádico / Inactivo,2026-04-15
XFC-03659,4,Crónico en Riesgo,2026-04-15
XFC-03660,2,Esporádico / Inactivo,2026-04-15
XFC-03661,2,Esporádico / Inactivo,2026-04-15
XFC-03662,1,Estándar Presencial,2026-04-15
XFC-03663,2,Esporádico / Inactivo,2026-04-15
XFC-03664,0,Crónico Alto Valor,2026-04-15
XFC-03665,4,Crónico en Riesgo,2026-04-15
XFC-03666,1,Estándar Presencial,2026-04-15
XFC-03667,2,Esporádico / Inactivo,2026-04-15
XFC-03668,4,Crónico en Riesgo,2026-04-15
XFC-03669,4,Crónico en Riesgo,2026-04-15
XFC-03670,3,Frecuente Digital,2026-04-15
XFC-03671,1,Estándar Presencial,2026-04-15
XFC-03672,1,Estándar Presencial,2026-04-15
XFC-03673,1,Estándar Presencial,2026-04-15
XFC-03674,4,Crónico en Riesgo,2026-04-15
XFC-03675,3,Frecuente Digital,2026-04-15
XFC-03676,2,Esporádico / Inactivo,2026-04-15
XFC-03677,3,Frecuente Digital,2026-04-15
XFC-03678,1,Estándar Presencial,2026-04-15
XFC-03679,2,Esporádico / Inactivo,2026-04-15
XFC-03680,3,Frecuente Digital,2026-04-15
XFC-03681,1,Estándar Presencial,2026-04-15
XFC-03682,2,Esporádico / Inactivo,2026-04-15
XFC-03683,0,Crónico Alto Valor,2026-04-15
XFC-03684,1,Estándar Presencial,2026-04-15
XFC-03685,4,Crónico en Riesgo,2026-04-15
XFC-03686,4,Crónico en Riesgo,2026-04-15
XFC-03687,2,Esporádico / Inactivo,2026-04-15
XFC-03688,0,Crónico Alto Valor,2026-04-15
XFC-03689,0,Crónico Alto Valor,2026-04-15
XFC-03690,1,Estándar Presencial,2026-04-15
XFC-03691,1,Estándar Presencial,2026-04-15
XFC-03692,3,Frecuente Digital,2026-04-15
XFC-03693,2,Esporádico / Inactivo,2026-04-15
XFC-03694,0,Crónico Alto Valor,2026-04-15
XFC-03695,2,Esporádico / Inactivo,2026-04-15
XFC-03696,3,Frecuente Digital,2026-04-15
XFC-03697,2,Esporádico / Inactivo,2026-04-15
XFC-03698,4,Crónico en Riesgo,2026-04-15
XFC-03699,1,Estándar Presencial,2026-04-15
XFC-03700,4,Crónico en Riesgo,2026-04-15
XFC-03701,0,Crónico Alto Valor,2026-04-15
XFC-03702,4,Crónico en Riesgo,2026-04-15
XFC-03703,2,Esporádico / Inactivo,2026-04-15
XFC-03704,1,Estándar Presencial,2026-04-15
XFC-03705,2,Esporádico / Inactivo,2026-04-15
XFC-03706,0,Crónico Alto Valor,2026-04-15
XFC-03707,1,Estándar Presencial,2026-04-15
XFC-03708,1,Estándar Presencial,2026-04-15
XFC-03709,1,Estándar Presencial,2026-04-15
XFC-03710,1,Estándar Presencial,2026-04-15
XFC-03711,1,Estándar Presencial,2026-04-15
XFC-03712,2,Esporádico / Inactivo,2026-04-15
XFC-03713,2,Esporádico / Inactivo,2026-04-15
XFC-03714,1,Estándar Presencial,2026-04-15
XFC-03715,1,Estándar Presencial,2026-04-15
XFC-03716,1,Estándar Presencial,2026-04-15
XFC-03717,0,Crónico Alto Valor,2026-04-15
XFC-03718,1,Estándar Presencial,2026-04-15
XFC-03719,3,Frecuente Digital,2026-04-15
XFC-03720,0,Crónico Alto Valor,2026-04-15
XFC-03721,0,Crónico Alto Valor,2026-04-15
XFC-03722,1,Estándar Presencial,2026-04-15
XFC-03723,2,Esporádico / Inactivo,2026-04-15
XFC-03724,2,Esporádico / Inactivo,2026-04-15
XFC-03725,3,Frecuente Digital,2026-04-15
XFC-03726,2,Esporádico / Inactivo,2026-04-15
XFC-03727,2,Esporádico / Inactivo,2026-04-15
XFC-03728,3,Frecuente Digital,2026-04-15
XFC-03729,2,Esporádico / Inactivo,2026-04-15
XFC-03730,3,Frecuente Digital,2026-04-15
XFC-03731,0,Crónico Alto Valor,2026-04-15
XFC-03732,3,Frecuente Digital,2026-04-15
XFC-03733,2,Esporádico / Inactivo,2026-04-15
XFC-03734,4,Crónico en Riesgo,2026-04-15
XFC-03735,1,Estándar Presencial,2026-04-15
XFC-03736,0,Crónico Alto Valor,2026-04-15
XFC-03737,0,Crónico Alto Valor,2026-04-15
XFC-03738,0,Crónico Alto Valor,2026-04-15
XFC-03739,3,Frecuente Digital,2026-04-15
XFC-03740,1,Estándar Presencial,2026-04-15
XFC-03741,0,Crónico Alto Valor,2026-04-15
XFC-03742,0,Crónico Alto Valor,2026-04-15
XFC-03743,1,Estándar Presencial,2026-04-15
XFC-03744,1,Estándar Presencial,2026-04-15
XFC-03745,2,Esporádico / Inactivo,2026-04-15
XFC-03746,4,Crónico en Riesgo,2026-04-15
XFC-03747,1,Estándar Presencial,2026-04-15
XFC-03748,1,Estándar Presencial,2026-04-15
XFC-03749,0,Crónico Alto Valor,2026-04-15
XFC-03750,3,Frecuente Digital,2026-04-15
XFC-03751,1,Estándar Presencial,2026-04-15
XFC-03752,1,Estándar Presencial,2026-04-15
XFC-03753,4,Crónico en Riesgo,2026-04-15
XFC-03754,1,Estándar Presencial,2026-04-15
XFC-03755,1,Estándar Presencial,2026-04-15
XFC-03756,3,Frecuente Digital,2026-04-15
XFC-03757,1,Estándar Presencial,2026-04-15
XFC-03758,0,Crónico Alto Valor,2026-04-15
XFC-03759,4,Crónico en Riesgo,2026-04-15
XFC-03760,2,Esporádico / Inactivo,2026-04-15
XFC-03761,3,Frecuente Digital,2026-04-15
XFC-03762,0,Crónico Alto Valor,2026-04-15
XFC-03763,2,Esporádico / Inactivo,2026-04-15
XFC-03764,1,Estándar Presencial,2026-04-15
XFC-03765,4,Crónico en Riesgo,2026-04-15
XFC-03766,1,Estándar Presencial,2026-04-15
XFC-03767,1,Estándar Presencial,2026-04-15
XFC-03768,1,Estándar Presencial,2026-04-15
XFC-03769,4,Crónico en Riesgo,2026-04-15
XFC-03770,1,Estándar Presencial,2026-04-15
XFC-03771,4,Crónico en Riesgo,2026-04-15
XFC-03772,1,Estándar Presencial,2026-04-15
XFC-03773,3,Frecuente Digital,2026-04-15
XFC-03774,1,Estándar Presencial,2026-04-15
XFC-03775,3,Frecuente Digital,2026-04-15
XFC-03776,1,Estándar Presencial,2026-04-15
XFC-03777,1,Estándar Presencial,2026-04-15
XFC-03778,2,Esporádico / Inactivo,2026-04-15
XFC-03779,0,Crónico Alto Valor,2026-04-15
XFC-03780,3,Frecuente Digital,2026-04-15
XFC-03781,1,Estándar Presencial,2026-04-15
XFC-03782,1,Estándar Presencial,2026-04-15
XFC-03783,4,Crónico en Riesgo,2026-04-15
XFC-03784,1,Estándar Presencial,2026-04-15
XFC-03785,3,Frecuente Digital,2026-04-15
XFC-03786,1,Estándar Presencial,2026-04-15
XFC-03787,1,Estándar Presencial,2026-04-15
XFC-03788,1,Estándar Presencial,2026-04-15
XFC-03789,3,Frecuente Digital,2026-04-15
XFC-03790,1,Estándar Presencial,2026-04-15
XFC-03791,1,Estándar Presencial,2026-04-15
XFC-03792,3,Frecuente Digital,2026-04-15
XFC-03793,1,Estándar Presencial,2026-04-15
XFC-03794,3,Frecuente Digital,2026-04-15
XFC-03795,2,Esporádico / Inactivo,2026-04-15
XFC-03796,2,Esporádico / Inactivo,2026-04-15
XFC-03797,2,Esporádico / Inactivo,2026-04-15
XFC-03798,2,Esporádico / Inactivo,2026-04-15
XFC-03799,1,Estándar Presencial,2026-04-15
XFC-03800,2,Esporádico / Inactivo,2026-04-15
XFC-03801,2,Esporádico / Inactivo,2026-04-15
XFC-03802,0,Crónico Alto Valor,2026-04-15
XFC-03803,1,Estándar Presencial,2026-04-15
XFC-03804,1,Estándar Presencial,2026-04-15
XFC-03805,1,Estándar Presencial,2026-04-15
XFC-03806,0,Crónico Alto Valor,2026-04-15
XFC-03807,4,Crónico en Riesgo,2026-04-15
XFC-03808,1,Estándar Presencial,2026-04-15
XFC-03809,4,Crónico en Riesgo,2026-04-15
XFC-03810,1,Estándar Presencial,2026-04-15
XFC-03811,0,Crónico Alto Valor,2026-04-15
XFC-03812,1,Estándar Presencial,2026-04-15
XFC-03813,4,Crónico en Riesgo,2026-04-15
XFC-03814,1,Estándar Presencial,2026-04-15
XFC-03815,1,Estándar Presencial,2026-04-15
XFC-03816,1,Estándar Presencial,2026-04-15
XFC-03817,4,Crónico en Riesgo,2026-04-15
XFC-03818,1,Estándar Presencial,2026-04-15
XFC-03819,3,Frecuente Digital,2026-04-15
XFC-03820,1,Estándar Presencial,2026-04-15
XFC-03821,4,Crónico en Riesgo,2026-04-15
XFC-03822,1,Estándar Presencial,2026-04-15
XFC-03823,1,Estándar Presencial,2026-04-15
XFC-03824,2,Esporádico / Inactivo,2026-04-15
XFC-03825,4,Crónico en Riesgo,2026-04-15
XFC-03826,1,Estándar Presencial,2026-04-15
XFC-03827,1,Estándar Presencial,2026-04-15
XFC-03828,3,Frecuente Digital,2026-04-15
XFC-03829,2,Esporádico / Inactivo,2026-04-15
XFC-03830,1,Estándar Presencial,2026-04-15
XFC-03831,1,Estándar Presencial,2026-04-15
XFC-03832,1,Estándar Presencial,2026-04-15
XFC-03833,4,Crónico en Riesgo,2026-04-15
XFC-03834,2,Esporádico / Inactivo,2026-04-15
XFC-03835,1,Estándar Presencial,2026-04-15
XFC-03836,2,Esporádico / Inactivo,2026-04-15
XFC-03837,1,Estándar Presencial,2026-04-15
XFC-03838,4,Crónico en Riesgo,2026-04-15
XFC-03839,4,Crónico en Riesgo,2026-04-15
XFC-03840,3,Frecuente Digital,2026-04-15
XFC-03841,4,Crónico en Riesgo,2026-04-15
XFC-03842,1,Estándar Presencial,2026-04-15
XFC-03843,1,Estándar Presencial,2026-04-15
XFC-03844,4,Crónico en Riesgo,2026-04-15
XFC-03845,1,Estándar Presencial,2026-04-15
XFC-03846,0,Crónico Alto Valor,2026-04-15
XFC-03847,2,Esporádico / Inactivo,2026-04-15
XFC-03848,1,Estándar Presencial,2026-04-15
XFC-03849,4,Crónico en Riesgo,2026-04-15
XFC-03850,3,Frecuente Digital,2026-04-15
XFC-03851,1,Estándar Presencial,2026-04-15
XFC-03852,0,Crónico Alto Valor,2026-04-15
XFC-03853,2,Esporádico / Inactivo,2026-04-15
XFC-03854,1,Estándar Presencial,2026-04-15
XFC-03855,0,Crónico Alto Valor,2026-04-15
XFC-03856,3,Frecuente Digital,2026-04-15
XFC-03857,3,Frecuente Digital,2026-04-15
XFC-03858,3,Frecuente Digital,2026-04-15
XFC-03859,2,Esporádico / Inactivo,2026-04-15
XFC-03860,1,Estándar Presencial,2026-04-15
XFC-03861,4,Crónico en Riesgo,2026-04-15
XFC-03862,1,Estándar Presencial,2026-04-15
XFC-03863,1,Estándar Presencial,2026-04-15
XFC-03864,1,Estándar Presencial,2026-04-15
XFC-03865,2,Esporádico / Inactivo,2026-04-15
XFC-03866,1,Estándar Presencial,2026-04-15
XFC-03867,1,Estándar Presencial,2026-04-15
XFC-03868,2,Esporádico / Inactivo,2026-04-15
XFC-03869,4,Crónico en Riesgo,2026-04-15
XFC-03870,2,Esporádico / Inactivo,2026-04-15
XFC-03871,0,Crónico Alto Valor,2026-04-15
XFC-03872,0,Crónico Alto Valor,2026-04-15
XFC-03873,1,Estándar Presencial,2026-04-15
XFC-03874,2,Esporádico / Inactivo,2026-04-15
XFC-03875,1,Estándar Presencial,2026-04-15
XFC-03876,4,Crónico en Riesgo,2026-04-15
XFC-03877,0,Crónico Alto Valor,2026-04-15
XFC-03878,0,Crónico Alto Valor,2026-04-15
XFC-03879,1,Estándar Presencial,2026-04-15
XFC-03880,2,Esporádico / Inactivo,2026-04-15
XFC-03881,1,Estándar Presencial,2026-04-15
XFC-03882,0,Crónico Alto Valor,2026-04-15
XFC-03883,2,Esporádico / Inactivo,2026-04-15
XFC-03884,2,Esporádico / Inactivo,2026-04-15
XFC-03885,1,Estándar Presencial,2026-04-15
XFC-03886,0,Crónico Alto Valor,2026-04-15
XFC-03887,1,Estándar Presencial,2026-04-15
XFC-03888,1,Estándar Presencial,2026-04-15
XFC-03889,1,Estándar Presencial,2026-04-15
XFC-03890,1,Estándar Presencial,2026-04-15
XFC-03891,3,Frecuente Digital,2026-04-15
XFC-03892,1,Estándar Presencial,2026-04-15
XFC-03893,2,Esporádico / Inactivo,2026-04-15
XFC-03894,0,Crónico Alto Valor,2026-04-15
XFC-03895,2,Esporádico / Inactivo,2026-04-15
XFC-03896,3,Frecuente Digital,2026-04-15
XFC-03897,1,Estándar Presencial,2026-04-15
XFC-03898,4,Crónico en Riesgo,2026-04-15
XFC-03899,1,Estándar Presencial,2026-04-15
XFC-03900,1,Estándar Presencial,2026-04-15
XFC-03901,2,Esporádico / Inactivo,2026-04-15
XFC-03902,1,Estándar Presencial,2026-04-15
XFC-03903,4,Crónico en Riesgo,2026-04-15
XFC-03904,2,Esporádico / Inactivo,2026-04-15
XFC-03905,4,Crónico en Riesgo,2026-04-15
XFC-03906,3,Frecuente Digital,2026-04-15
XFC-03907,1,Estándar Presencial,2026-04-15
XFC-03908,1,Estándar Presencial,2026-04-15
XFC-03909,1,Estándar Presencial,2026-04-15
XFC-03910,0,Crónico Alto Valor,2026-04-15
XFC-03911,1,Estándar Presencial,2026-04-15
XFC-03912,1,Estándar Presencial,2026-04-15
XFC-03913,1,Estándar Presencial,2026-04-15
XFC-03914,2,Esporádico / Inactivo,2026-04-15
XFC-03915,4,Crónico en Riesgo,2026-04-15
XFC-03916,1,Estándar Presencial,2026-04-15
XFC-03917,1,Estándar Presencial,2026-04-15
XFC-03918,1,Estándar Presencial,2026-04-15
XFC-03919,4,Crónico en Riesgo,2026-04-15
XFC-03920,0,Crónico Alto Valor,2026-04-15
XFC-03921,2,Esporádico / Inactivo,2026-04-15
XFC-03922,3,Frecuente Digital,2026-04-15
XFC-03923,4,Crónico en Riesgo,2026-04-15
XFC-03924,4,Crónico en Riesgo,2026-04-15
XFC-03925,4,Crónico en Riesgo,2026-04-15
XFC-03926,4,Crónico en Riesgo,2026-04-15
XFC-03927,1,Estándar Presencial,2026-04-15
XFC-03928,2,Esporádico / Inactivo,2026-04-15
XFC-03929,4,Crónico en Riesgo,2026-04-15
XFC-03930,1,Estándar Presencial,2026-04-15
XFC-03931,1,Estándar Presencial,2026-04-15
XFC-03932,0,Crónico Alto Valor,2026-04-15
XFC-03933,2,Esporádico / Inactivo,2026-04-15
XFC-03934,2,Esporádico / Inactivo,2026-04-15
XFC-03935,0,Crónico Alto Valor,2026-04-15
XFC-03936,1,Estándar Presencial,2026-04-15
XFC-03937,0,Crónico Alto Valor,2026-04-15
XFC-03938,2,Esporádico / Inactivo,2026-04-15
XFC-03939,2,Esporádico / Inactivo,2026-04-15
XFC-03940,2,Esporádico / Inactivo,2026-04-15
XFC-03941,0,Crónico Alto Valor,2026-04-15
XFC-03942,1,Estándar Presencial,2026-04-15
XFC-03943,1,Estándar Presencial,2026-04-15
XFC-03944,3,Frecuente Digital,2026-04-15
XFC-03945,1,Estándar Presencial,2026-04-15
XFC-03946,2,Esporádico / Inactivo,2026-04-15
XFC-03947,1,Estándar Presencial,2026-04-15
XFC-03948,1,Estándar Presencial,2026-04-15
XFC-03949,4,Crónico en Riesgo,2026-04-15
XFC-03950,1,Estándar Presencial,2026-04-15
XFC-03951,2,Esporádico / Inactivo,2026-04-15
XFC-03952,2,Esporádico / Inactivo,2026-04-15
XFC-03953,2,Esporádico / Inactivo,2026-04-15
XFC-03954,3,Frecuente Digital,2026-04-15
XFC-03955,4,Crónico en Riesgo,2026-04-15
XFC-03956,1,Estándar Presencial,2026-04-15
XFC-03957,2,Esporádico / Inactivo,2026-04-15
XFC-03958,4,Crónico en Riesgo,2026-04-15
XFC-03959,4,Crónico en Riesgo,2026-04-15
XFC-03960,1,Estándar Presencial,2026-04-15
XFC-03961,4,Crónico en Riesgo,2026-04-15
XFC-03962,2,Esporádico / Inactivo,2026-04-15
XFC-03963,1,Estándar Presencial,2026-04-15
XFC-03964,1,Estándar Presencial,2026-04-15
XFC-03965,4,Crónico en Riesgo,2026-04-15
XFC-03966,4,Crónico en Riesgo,2026-04-15
XFC-03967,3,Frecuente Digital,2026-04-15
XFC-03968,4,Crónico en Riesgo,2026-04-15
XFC-03969,2,Esporádico / Inactivo,2026-04-15
XFC-03970,1,Estándar Presencial,2026-04-15
XFC-03971,0,Crónico Alto Valor,2026-04-15
