customer_id,probabilidad_churn,riesgo_churn,churn_real,fecha_scoring
XFC-03719,0.0129,Muy Bajo,0,2026-04-15
XFC-03720,0.7097,Alto,1,2026-04-15
XFC-03721,0.0732,Muy Bajo,0,2026-04-15
XFC-03722,0.5024,Medio,1,2026-04-15
XFC-03723,0.9577,Crítico,1,2026-04-15
XFC-03724,0.6685,Alto,0,2026-04-15
XFC-03725,0.0051,Muy Bajo,0,2026-04-15
XFC-03726,0.7767,Alto,1,2026-04-15
XFC-03727,0.9736,Crítico,1,2026-04-15
XFC-03728,0.0099,Muy Bajo,0,2026-04-15
XFC-03729,0.5031,Medio,0,2026-04-15
XFC-03730,0.0086,Muy Bajo,0,2026-04-15
XFC-03731,0.2495,Bajo,0,2026-04-15
XFC-03732,0.0079,Muy Bajo,0,2026-04-15
XFC-03733,0.2244,Bajo,0,2026-04-15
XFC-03734,0.1759,Muy Bajo,0,2026-04-15
XFC-03735,0.7449,Alto,0,2026-04-15
XFC-03736,0.11,Muy Bajo,0,2026-04-15
XFC-03737,0.034,Muy Bajo,0,2026-04-15
XFC-03738,0.1649,Muy Bajo,0,2026-04-15
XFC-03739,0.0057,Muy Bajo,0,2026-04-15
XFC-03740,0.526,Medio,0,2026-04-15
XFC-03741,0.129,Muy Bajo,0,2026-04-15
XFC-03742,0.0567,Muy Bajo,0,2026-04-15
XFC-03743,0.6477,Alto,0,2026-04-15
XFC-03744,0.3988,Bajo,0,2026-04-15
XFC-03745,0.8176,Crítico,1,2026-04-15
XFC-03746,0.166,Muy Bajo,0,2026-04-15
XFC-03747,0.595,Medio,0,2026-04-15
XFC-03748,0.3354,Bajo,0,2026-04-15
XFC-03749,0.0735,Muy Bajo,0,2026-04-15
XFC-03750,0.9287,Crítico,1,2026-04-15
XFC-03751,0.643,Alto,1,2026-04-15
XFC-03752,0.8964,Crítico,1,2026-04-15
XFC-03753,0.1343,Muy Bajo,0,2026-04-15
XFC-03754,0.7589,Alto,1,2026-04-15
XFC-03755,0.1676,Muy Bajo,0,2026-04-15
XFC-03756,0.0075,Muy Bajo,0,2026-04-15
XFC-03757,0.8801,Crítico,1,2026-04-15
XFC-03758,0.7968,Alto,1,2026-04-15
XFC-03759,0.1405,Muy Bajo,0,2026-04-15
XFC-03760,0.4648,Medio,1,2026-04-15
XFC-03761,0.0165,Muy Bajo,0,2026-04-15
XFC-03762,0.0482,Muy Bajo,0,2026-04-15
XFC-03763,0.3218,Bajo,0,2026-04-15
XFC-03764,0.6135,Alto,1,2026-04-15
XFC-03765,0.4765,Medio,0,2026-04-15
XFC-03766,0.3293,Bajo,0,2026-04-15
XFC-03767,0.3034,Bajo,0,2026-04-15
XFC-03768,0.4105,Medio,1,2026-04-15
XFC-03769,0.2359,Bajo,1,2026-04-15
XFC-03770,0.8672,Crítico,1,2026-04-15
XFC-03771,0.2571,Bajo,1,2026-04-15
XFC-03772,0.882,Crítico,1,2026-04-15
XFC-03773,0.0054,Muy Bajo,0,2026-04-15
XFC-03774,0.8484,Crítico,1,2026-04-15
XFC-03775,0.0065,Muy Bajo,0,2026-04-15
XFC-03776,0.9327,Crítico,1,2026-04-15
XFC-03777,0.8383,Crítico,0,2026-04-15
XFC-03778,0.4055,Medio,1,2026-04-15
XFC-03779,0.1954,Muy Bajo,0,2026-04-15
XFC-03780,0.0077,Muy Bajo,0,2026-04-15
XFC-03781,0.4198,Medio,0,2026-04-15
XFC-03782,0.8351,Crítico,1,2026-04-15
XFC-03783,0.7361,Alto,1,2026-04-15
XFC-03784,0.8711,Crítico,1,2026-04-15
XFC-03785,0.008,Muy Bajo,0,2026-04-15
XFC-03786,0.9386,Crítico,1,2026-04-15
XFC-03787,0.776,Alto,0,2026-04-15
XFC-03788,0.7629,Alto,1,2026-04-15
XFC-03789,0.0098,Muy Bajo,0,2026-04-15
XFC-03790,0.7264,Alto,1,2026-04-15
XFC-03791,0.8179,Crítico,1,2026-04-15
XFC-03792,0.937,Crítico,1,2026-04-15
XFC-03793,0.3327,Bajo,0,2026-04-15
XFC-03794,0.0101,Muy Bajo,0,2026-04-15
XFC-03795,0.6371,Alto,1,2026-04-15
XFC-03796,0.9313,Crítico,1,2026-04-15
XFC-03797,0.4546,Medio,0,2026-04-15
XFC-03798,0.3893,Bajo,1,2026-04-15
XFC-03799,0.9009,Crítico,1,2026-04-15
XFC-03800,0.2768,Bajo,0,2026-04-15
XFC-03801,0.8805,Crítico,1,2026-04-15
XFC-03802,0.0774,Muy Bajo,0,2026-04-15
XFC-03803,0.4929,Medio,1,2026-04-15
XFC-03804,0.3971,Bajo,1,2026-04-15
XFC-03805,0.695,Alto,1,2026-04-15
XFC-03806,0.0577,Muy Bajo,0,2026-04-15
XFC-03807,0.2096,Bajo,0,2026-04-15
XFC-03808,0.939,Crítico,1,2026-04-15
XFC-03809,0.1078,Muy Bajo,0,2026-04-15
XFC-03810,0.3524,Bajo,0,2026-04-15
XFC-03811,0.1704,Muy Bajo,0,2026-04-15
XFC-03812,0.7175,Alto,1,2026-04-15
XFC-03813,0.1006,Muy Bajo,0,2026-04-15
XFC-03814,0.8787,Crítico,1,2026-04-15
XFC-03815,0.8308,Crítico,1,2026-04-15
XFC-03816,0.5406,Medio,1,2026-04-15
XFC-03817,0.0842,Muy Bajo,0,2026-04-15
XFC-03818,0.6216,Alto,0,2026-04-15
XFC-03819,0.0116,Muy Bajo,0,2026-04-15
XFC-03820,0.9045,Crítico,1,2026-04-15
XFC-03821,0.7609,Alto,1,2026-04-15
XFC-03822,0.9123,Crítico,1,2026-04-15
XFC-03823,0.5655,Medio,1,2026-04-15
XFC-03824,0.7461,Alto,1,2026-04-15
XFC-03825,0.1741,Muy Bajo,0,2026-04-15
XFC-03826,0.8337,Crítico,1,2026-04-15
XFC-03827,0.7044,Alto,1,2026-04-15
XFC-03828,0.9445,Crítico,1,2026-04-15
XFC-03829,0.9745,Crítico,1,2026-04-15
XFC-03830,0.7856,Alto,0,2026-04-15
XFC-03831,0.5261,Medio,1,2026-04-15
XFC-03832,0.8737,Crítico,1,2026-04-15
XFC-03833,0.0515,Muy Bajo,0,2026-04-15
XFC-03834,0.9622,Crítico,1,2026-04-15
XFC-03835,0.6805,Alto,1,2026-04-15
XFC-03836,0.2307,Bajo,0,2026-04-15
XFC-03837,0.8424,Crítico,1,2026-04-15
XFC-03838,0.0437,Muy Bajo,0,2026-04-15
XFC-03839,0.6632,Alto,1,2026-04-15
XFC-03840,0.9485,Crítico,1,2026-04-15
XFC-03841,0.5427,Medio,1,2026-04-15
XFC-03842,0.739,Alto,1,2026-04-15
XFC-03843,0.7531,Alto,1,2026-04-15
XFC-03844,0.2638,Bajo,0,2026-04-15
XFC-03845,0.915,Crítico,1,2026-04-15
XFC-03846,0.5921,Medio,1,2026-04-15
XFC-03847,0.7936,Alto,1,2026-04-15
XFC-03848,0.1177,Muy Bajo,0,2026-04-15
XFC-03849,0.6119,Alto,1,2026-04-15
XFC-03850,0.0066,Muy Bajo,0,2026-04-15
XFC-03851,0.8908,Crítico,1,2026-04-15
XFC-03852,0.0775,Muy Bajo,0,2026-04-15
XFC-03853,0.959,Crítico,1,2026-04-15
XFC-03854,0.9447,Crítico,1,2026-04-15
XFC-03855,0.068,Muy Bajo,0,2026-04-15
XFC-03856,0.0096,Muy Bajo,0,2026-04-15
XFC-03857,0.0055,Muy Bajo,0,2026-04-15
XFC-03858,0.0088,Muy Bajo,0,2026-04-15
XFC-03859,0.4109,Medio,1,2026-04-15
XFC-03860,0.5595,Medio,1,2026-04-15
XFC-03861,0.134,Muy Bajo,0,2026-04-15
XFC-03862,0.7044,Alto,1,2026-04-15
XFC-03863,0.3388,Bajo,0,2026-04-15
XFC-03864,0.792,Alto,1,2026-04-15
XFC-03865,0.8889,Crítico,1,2026-04-15
XFC-03866,0.8987,Crítico,0,2026-04-15
XFC-03867,0.9629,Crítico,1,2026-04-15
XFC-03868,0.8079,Crítico,1,2026-04-15
XFC-03869,0.6687,Alto,1,2026-04-15
XFC-03870,0.9278,Crítico,1,2026-04-15
XFC-03871,0.2072,Bajo,0,2026-04-15
XFC-03872,0.0539,Muy Bajo,0,2026-04-15
XFC-03873,0.3695,Bajo,0,2026-04-15
XFC-03874,0.8381,Crítico,1,2026-04-15
XFC-03875,0.8929,Crítico,1,2026-04-15
XFC-03876,0.1619,Muy Bajo,0,2026-04-15
XFC-03877,0.1366,Muy Bajo,0,2026-04-15
XFC-03878,0.0962,Muy Bajo,0,2026-04-15
XFC-03879,0.941,Crítico,1,2026-04-15
XFC-03880,0.3948,Bajo,0,2026-04-15
XFC-03881,0.95,Crítico,1,2026-04-15
XFC-03882,0.0223,Muy Bajo,0,2026-04-15
XFC-03883,0.2034,Bajo,0,2026-04-15
XFC-03884,0.9614,Crítico,1,2026-04-15
XFC-03885,0.8405,Crítico,1,2026-04-15
XFC-03886,0.1054,Muy Bajo,0,2026-04-15
XFC-03887,0.5781,Medio,0,2026-04-15
XFC-03888,0.9184,Crítico,1,2026-04-15
XFC-03889,0.8426,Crítico,0,2026-04-15
XFC-03890,0.8271,Crítico,1,2026-04-15
XFC-03891,0.0071,Muy Bajo,0,2026-04-15
XFC-03892,0.6805,Alto,0,2026-04-15
XFC-03893,0.8122,Crítico,1,2026-04-15
XFC-03894,0.6774,Alto,1,2026-04-15
XFC-03895,0.9629,Crítico,1,2026-04-15
XFC-03896,0.0225,Muy Bajo,0,2026-04-15
XFC-03897,0.3459,Bajo,0,2026-04-15
XFC-03898,0.1553,Muy Bajo,0,2026-04-15
XFC-03899,0.8258,Crítico,1,2026-04-15
XFC-03900,0.892,Crítico,0,2026-04-15
XFC-03901,0.9486,Crítico,1,2026-04-15
XFC-03902,0.8775,Crítico,1,2026-04-15
XFC-03903,0.0316,Muy Bajo,0,2026-04-15
XFC-03904,0.9365,Crítico,1,2026-04-15
XFC-03905,0.1621,Muy Bajo,0,2026-04-15
XFC-03906,0.0087,Muy Bajo,0,2026-04-15
XFC-03907,0.658,Alto,1,2026-04-15
XFC-03908,0.8195,Crítico,1,2026-04-15
XFC-03909,0.486,Medio,0,2026-04-15
XFC-03910,0.6804,Alto,1,2026-04-15
XFC-03911,0.9434,Crítico,1,2026-04-15
XFC-03912,0.7848,Alto,0,2026-04-15
XFC-03913,0.4036,Medio,0,2026-04-15
XFC-03914,0.9574,Crítico,1,2026-04-15
XFC-03915,0.4589,Medio,1,2026-04-15
XFC-03916,0.5055,Medio,1,2026-04-15
XFC-03917,0.8513,Crítico,1,2026-04-15
XFC-03918,0.8712,Crítico,1,2026-04-15
XFC-03919,0.3252,Bajo,0,2026-04-15
XFC-03920,0.4331,Medio,0,2026-04-15
XFC-03921,0.7444,Alto,1,2026-04-15
XFC-03922,0.0096,Muy Bajo,0,2026-04-15
XFC-03923,0.1282,Muy Bajo,0,2026-04-15
XFC-03924,0.3041,Bajo,0,2026-04-15
XFC-03925,0.1482,Muy Bajo,0,2026-04-15
XFC-03926,0.8221,Crítico,1,2026-04-15
XFC-03927,0.6151,Alto,1,2026-04-15
XFC-03928,0.196,Muy Bajo,0,2026-04-15
XFC-03929,0.3337,Bajo,0,2026-04-15
XFC-03930,0.6541,Alto,1,2026-04-15
XFC-03931,0.9066,Crítico,1,2026-04-15
XFC-03932,0.1866,Muy Bajo,0,2026-04-15
XFC-03933,0.8495,Crítico,1,2026-04-15
XFC-03934,0.4098,Medio,0,2026-04-15
XFC-03935,0.1203,Muy Bajo,0,2026-04-15
XFC-03936,0.927,Crítico,1,2026-04-15
XFC-03937,0.0663,Muy Bajo,0,2026-04-15
XFC-03938,0.8267,Crítico,1,2026-04-15
XFC-03939,0.887,Crítico,1,2026-04-15
XFC-03940,0.9208,Crítico,1,2026-04-15
XFC-03941,0.041,Muy Bajo,0,2026-04-15
XFC-03942,0.8074,Crítico,1,2026-04-15
XFC-03943,0.7346,Alto,1,2026-04-15
XFC-03944,0.7606,Alto,0,2026-04-15
XFC-03945,0.6602,Alto,1,2026-04-15
XFC-03946,0.7919,Alto,1,2026-04-15
XFC-03947,0.393,Bajo,0,2026-04-15
XFC-03948,0.7315,Alto,1,2026-04-15
XFC-03949,0.0837,Muy Bajo,0,2026-04-15
XFC-03950,0.6269,Alto,1,2026-04-15
XFC-03951,0.7197,Alto,1,2026-04-15
XFC-03952,0.9539,Crítico,1,2026-04-15
XFC-03953,0.8813,Crítico,1,2026-04-15
XFC-03954,0.0072,Muy Bajo,0,2026-04-15
XFC-03955,0.0886,Muy Bajo,0,2026-04-15
XFC-03956,0.6567,Alto,1,2026-04-15
XFC-03957,0.5062,Medio,1,2026-04-15
XFC-03958,0.5036,Medio,1,2026-04-15
XFC-03959,0.0737,Muy Bajo,0,2026-04-15
XFC-03960,0.4194,Medio,1,2026-04-15
XFC-03961,0.0491,Muy Bajo,0,2026-04-15
XFC-03962,0.2758,Bajo,0,2026-04-15
XFC-03963,0.6638,Alto,1,2026-04-15
XFC-03964,0.7368,Alto,1,2026-04-15
XFC-03965,0.0998,Muy Bajo,0,2026-04-15
XFC-03966,0.3751,Bajo,1,2026-04-15
XFC-03967,0.962,Crítico,1,2026-04-15
XFC-03968,0.0467,Muy Bajo,0,2026-04-15
XFC-03969,0.84,Crítico,1,2026-04-15
XFC-03970,0.9146,Crítico,1,2026-04-15
XFC-03971,0.0826,Muy Bajo,0,2026-04-15
XFC-03972,0.1816,Muy Bajo,0,2026-04-15
XFC-03973,0.6024,Alto,1,2026-04-15
XFC-03974,0.906,Crítico,1,2026-04-15
XFC-03975,0.4716,Medio,1,2026-04-15
XFC-03976,0.8083,Crítico,1,2026-04-15
XFC-03977,0.8453,Crítico,1,2026-04-15
XFC-03978,0.0064,Muy Bajo,0,2026-04-15
XFC-03979,0.668,Alto,1,2026-04-15
XFC-03980,0.328,Bajo,0,2026-04-15
XFC-03981,0.1068,Muy Bajo,0,2026-04-15
XFC-03982,0.7766,Alto,1,2026-04-15
XFC-03983,0.9271,Crítico,1,2026-04-15
XFC-03984,0.897,Crítico,1,2026-04-15
XFC-03985,0.5048,Medio,0,2026-04-15
XFC-03986,0.9325,Crítico,1,2026-04-15
XFC-03987,0.8,Crítico,1,2026-04-15
XFC-03988,0.2761,Bajo,0,2026-04-15
XFC-03989,0.8734,Crítico,1,2026-04-15
XFC-03990,0.0075,Muy Bajo,0,2026-04-15
XFC-03991,0.867,Crítico,1,2026-04-15
XFC-03992,0.17,Muy Bajo,0,2026-04-15
XFC-03993,0.0356,Muy Bajo,0,2026-04-15
XFC-03994,0.4936,Medio,0,2026-04-15
XFC-03995,0.522,Medio,0,2026-04-15
XFC-03996,0.3181,Bajo,0,2026-04-15
XFC-03997,0.0071,Muy Bajo,0,2026-04-15
XFC-03998,0.0602,Muy Bajo,0,2026-04-15
XFC-03999,0.0061,Muy Bajo,0,2026-04-15
XFC-04000,0.6873,Alto,1,2026-04-15
XFC-04001,0.6198,Alto,1,2026-04-15
XFC-04002,0.75,Alto,1,2026-04-15
XFC-04003,0.9603,Crítico,1,2026-04-15
XFC-04004,0.8723,Crítico,1,2026-04-15
XFC-04005,0.2428,Bajo,0,2026-04-15
XFC-04006,0.6491,Alto,1,2026-04-15
XFC-04007,0.9227,Crítico,1,2026-04-15
XFC-04008,0.0628,Muy Bajo,0,2026-04-15
XFC-04009,0.6768,Alto,1,2026-04-15
XFC-04010,0.5582,Medio,1,2026-04-15
XFC-04011,0.8727,Crítico,1,2026-04-15
XFC-04012,0.6061,Alto,1,2026-04-15
XFC-04013,0.177,Muy Bajo,0,2026-04-15
XFC-04014,0.8219,Crítico,1,2026-04-15
XFC-04015,0.8717,Crítico,1,2026-04-15
XFC-04016,0.1155,Muy Bajo,0,2026-04-15
XFC-04017,0.8752,Crítico,1,2026-04-15
XFC-04018,0.6894,Alto,1,2026-04-15
XFC-04019,0.7747,Alto,1,2026-04-15
XFC-04020,0.8854,Crítico,1,2026-04-15
XFC-04021,0.3434,Bajo,0,2026-04-15
XFC-04022,0.0305,Muy Bajo,0,2026-04-15
XFC-04023,0.8162,Crítico,1,2026-04-15
XFC-04024,0.185,Muy Bajo,0,2026-04-15
XFC-04025,0.5432,Medio,1,2026-04-15
XFC-04026,0.0362,Muy Bajo,0,2026-04-15
XFC-04027,0.924,Crítico,1,2026-04-15
XFC-04028,0.1553,Muy Bajo,1,2026-04-15
XFC-04029,0.9834,Crítico,1,2026-04-15
XFC-04030,0.5025,Medio,0,2026-04-15
XFC-04031,0.2845,Bajo,0,2026-04-15
XFC-04032,0.8352,Crítico,1,2026-04-15
XFC-04033,0.4085,Medio,1,2026-04-15
XFC-04034,0.0081,Muy Bajo,0,2026-04-15
XFC-04035,0.0858,Muy Bajo,0,2026-04-15
XFC-04036,0.1502,Muy Bajo,1,2026-04-15
XFC-04037,0.8721,Crítico,1,2026-04-15
XFC-04038,0.049,Muy Bajo,0,2026-04-15
XFC-04039,0.9541,Crítico,1,2026-04-15
XFC-04040,0.7472,Alto,1,2026-04-15
XFC-04041,0.5424,Medio,0,2026-04-15
XFC-04042,0.2179,Bajo,0,2026-04-15
XFC-04043,0.2057,Bajo,0,2026-04-15
XFC-04044,0.8888,Crítico,0,2026-04-15
XFC-04045,0.5702,Medio,1,2026-04-15
XFC-04046,0.74,Alto,1,2026-04-15
XFC-04047,0.7908,Alto,1,2026-04-15
XFC-04048,0.8347,Crítico,0,2026-04-15
XFC-04049,0.928,Crítico,1,2026-04-15
XFC-04050,0.7952,Alto,1,2026-04-15
XFC-04051,0.8774,Crítico,1,2026-04-15
XFC-04052,0.7697,Alto,1,2026-04-15
XFC-04053,0.7833,Alto,1,2026-04-15
XFC-04054,0.8389,Crítico,1,2026-04-15
XFC-04055,0.7932,Alto,1,2026-04-15
XFC-04056,0.5472,Medio,0,2026-04-15
XFC-04057,0.5801,Medio,0,2026-04-15
XFC-04058,0.9266,Crítico,1,2026-04-15
XFC-04059,0.9537,Crítico,1,2026-04-15
XFC-04060,0.3881,Bajo,1,2026-04-15
XFC-04061,0.4502,Medio,0,2026-04-15
XFC-04062,0.4028,Medio,0,2026-04-15
XFC-04063,0.6752,Alto,1,2026-04-15
XFC-04064,0.4371,Medio,0,2026-04-15
XFC-04065,0.0074,Muy Bajo,0,2026-04-15
XFC-04066,0.9485,Crítico,1,2026-04-15
XFC-04067,0.0077,Muy Bajo,0,2026-04-15
XFC-04068,0.7165,Alto,1,2026-04-15
XFC-04069,0.6942,Alto,1,2026-04-15
XFC-04070,0.8127,Crítico,1,2026-04-15
XFC-04071,0.4593,Medio,0,2026-04-15
XFC-04072,0.0788,Muy Bajo,0,2026-04-15
XFC-04073,0.4477,Medio,1,2026-04-15
XFC-04074,0.0744,Muy Bajo,0,2026-04-15
XFC-04075,0.5786,Medio,1,2026-04-15
XFC-04076,0.5093,Medio,1,2026-04-15
XFC-04077,0.8785,Crítico,1,2026-04-15
XFC-04078,0.2347,Bajo,0,2026-04-15
XFC-04079,0.5528,Medio,0,2026-04-15
XFC-04080,0.467,Medio,1,2026-04-15
XFC-04081,0.2628,Bajo,0,2026-04-15
XFC-04082,0.6993,Alto,1,2026-04-15
XFC-04083,0.705,Alto,0,2026-04-15
XFC-04084,0.1843,Muy Bajo,0,2026-04-15
XFC-04085,0.7956,Alto,0,2026-04-15
XFC-04086,0.72,Alto,1,2026-04-15
XFC-04087,0.8524,Crítico,1,2026-04-15
XFC-04088,0.7692,Alto,1,2026-04-15
XFC-04089,0.6257,Alto,0,2026-04-15
XFC-04090,0.0089,Muy Bajo,0,2026-04-15
XFC-04091,0.9454,Crítico,1,2026-04-15
XFC-04092,0.0843,Muy Bajo,0,2026-04-15
XFC-04093,0.934,Crítico,1,2026-04-15
XFC-04094,0.7994,Alto,1,2026-04-15
XFC-04095,0.1436,Muy Bajo,0,2026-04-15
XFC-04096,0.9417,Crítico,1,2026-04-15
XFC-04097,0.3325,Bajo,1,2026-04-15
XFC-04098,0.315,Bajo,0,2026-04-15
XFC-04099,0.1325,Muy Bajo,0,2026-04-15
XFC-04100,0.8795,Crítico,1,2026-04-15
XFC-04101,0.6492,Alto,1,2026-04-15
XFC-04102,0.1047,Muy Bajo,0,2026-04-15
XFC-04103,0.2552,Bajo,0,2026-04-15
XFC-04104,0.8424,Crítico,1,2026-04-15
XFC-04105,0.0039,Muy Bajo,0,2026-04-15
XFC-04106,0.0061,Muy Bajo,0,2026-04-15
XFC-04107,0.1076,Muy Bajo,0,2026-04-15
XFC-04108,0.3554,Bajo,1,2026-04-15
XFC-04109,0.8557,Crítico,1,2026-04-15
XFC-04110,0.0074,Muy Bajo,0,2026-04-15
XFC-04111,0.168,Muy Bajo,1,2026-04-15
XFC-04112,0.8907,Crítico,1,2026-04-15
XFC-04113,0.1307,Muy Bajo,0,2026-04-15
XFC-04114,0.8841,Crítico,1,2026-04-15
XFC-04115,0.8073,Crítico,1,2026-04-15
XFC-04116,0.4084,Medio,0,2026-04-15
XFC-04117,0.9422,Crítico,1,2026-04-15
XFC-04118,0.565,Medio,1,2026-04-15
XFC-04119,0.1015,Muy Bajo,1,2026-04-15
XFC-04120,0.947,Crítico,1,2026-04-15
XFC-04121,0.9588,Crítico,1,2026-04-15
XFC-04122,0.259,Bajo,0,2026-04-15
XFC-04123,0.0698,Muy Bajo,0,2026-04-15
XFC-04124,0.5396,Medio,1,2026-04-15
XFC-04125,0.8729,Crítico,1,2026-04-15
XFC-04126,0.9264,Crítico,1,2026-04-15
XFC-04127,0.0083,Muy Bajo,0,2026-04-15
XFC-04128,0.9282,Crítico,1,2026-04-15
XFC-04129,0.9446,Crítico,1,2026-04-15
XFC-04130,0.4762,Medio,0,2026-04-15
XFC-04131,0.8812,Crítico,1,2026-04-15
XFC-04132,0.5341,Medio,0,2026-04-15
XFC-04133,0.867,Crítico,1,2026-04-15
XFC-04134,0.0828,Muy Bajo,0,2026-04-15
XFC-04135,0.4444,Medio,0,2026-04-15
XFC-04136,0.8839,Crítico,1,2026-04-15
XFC-04137,0.8183,Crítico,1,2026-04-15
XFC-04138,0.21,Bajo,0,2026-04-15
XFC-04139,0.1503,Muy Bajo,0,2026-04-15
XFC-04140,0.9423,Crítico,1,2026-04-15
XFC-04141,0.5883,Medio,1,2026-04-15
XFC-04142,0.0313,Muy Bajo,0,2026-04-15
XFC-04143,0.1011,Muy Bajo,0,2026-04-15
XFC-04144,0.7948,Alto,1,2026-04-15
XFC-04145,0.9377,Crítico,1,2026-04-15
XFC-04146,0.756,Alto,1,2026-04-15
XFC-04147,0.1532,Muy Bajo,0,2026-04-15
XFC-04148,0.7982,Alto,1,2026-04-15
XFC-04149,0.3239,Bajo,0,2026-04-15
XFC-04150,0.2035,Bajo,0,2026-04-15
XFC-04151,0.7372,Alto,0,2026-04-15
XFC-04152,0.6399,Alto,1,2026-04-15
XFC-04153,0.0854,Muy Bajo,0,2026-04-15
XFC-04154,0.6379,Alto,1,2026-04-15
XFC-04155,0.6987,Alto,1,2026-04-15
XFC-04156,0.8995,Crítico,1,2026-04-15
XFC-04157,0.1367,Muy Bajo,0,2026-04-15
XFC-04158,0.8504,Crítico,1,2026-04-15
XFC-04159,0.6957,Alto,0,2026-04-15
XFC-04160,0.2911,Bajo,0,2026-04-15
XFC-04161,0.305,Bajo,0,2026-04-15
XFC-04162,0.5952,Medio,1,2026-04-15
XFC-04163,0.7641,Alto,1,2026-04-15
XFC-04164,0.9052,Crítico,1,2026-04-15
XFC-04165,0.6343,Alto,0,2026-04-15
XFC-04166,0.7488,Alto,1,2026-04-15
XFC-04167,0.7031,Alto,0,2026-04-15
XFC-04168,0.2881,Bajo,0,2026-04-15
XFC-04169,0.0779,Muy Bajo,0,2026-04-15
XFC-04170,0.3427,Bajo,0,2026-04-15
XFC-04171,0.8804,Crítico,1,2026-04-15
XFC-04172,0.6422,Alto,1,2026-04-15
XFC-04173,0.9438,Crítico,1,2026-04-15
XFC-04174,0.004,Muy Bajo,0,2026-04-15
XFC-04175,0.7759,Alto,1,2026-04-15
XFC-04176,0.9166,Crítico,1,2026-04-15
XFC-04177,0.0069,Muy Bajo,0,2026-04-15
XFC-04178,0.9338,Crítico,1,2026-04-15
XFC-04179,0.9409,Crítico,1,2026-04-15
XFC-04180,0.795,Alto,1,2026-04-15
XFC-04181,0.5674,Medio,1,2026-04-15
XFC-04182,0.6154,Alto,1,2026-04-15
XFC-04183,0.707,Alto,1,2026-04-15
XFC-04184,0.7542,Alto,1,2026-04-15
XFC-04185,0.3291,Bajo,0,2026-04-15
XFC-04186,0.8462,Crítico,1,2026-04-15
XFC-04187,0.9283,Crítico,1,2026-04-15
XFC-04188,0.8122,Crítico,1,2026-04-15
XFC-04189,0.0043,Muy Bajo,0,2026-04-15
XFC-04190,0.6307,Alto,0,2026-04-15
XFC-04191,0.0534,Muy Bajo,0,2026-04-15
XFC-04192,0.6327,Alto,1,2026-04-15
XFC-04193,0.5683,Medio,1,2026-04-15
XFC-04194,0.4952,Medio,0,2026-04-15
XFC-04195,0.8035,Crítico,1,2026-04-15
XFC-04196,0.6238,Alto,1,2026-04-15
XFC-04197,0.8069,Crítico,1,2026-04-15
XFC-04198,0.0694,Muy Bajo,0,2026-04-15
XFC-04199,0.281,Bajo,0,2026-04-15
XFC-04200,0.9038,Crítico,1,2026-04-15
XFC-04201,0.9746,Crítico,1,2026-04-15
XFC-04202,0.6653,Alto,1,2026-04-15
XFC-04203,0.0836,Muy Bajo,0,2026-04-15
XFC-04204,0.0485,Muy Bajo,0,2026-04-15
XFC-04205,0.0952,Muy Bajo,0,2026-04-15
XFC-04206,0.8398,Crítico,1,2026-04-15
XFC-04207,0.1219,Muy Bajo,0,2026-04-15
XFC-04208,0.2869,Bajo,1,2026-04-15
XFC-04209,0.3978,Bajo,0,2026-04-15
XFC-04210,0.9401,Crítico,1,2026-04-15
XFC-04211,0.0886,Muy Bajo,0,2026-04-15
XFC-04212,0.0744,Muy Bajo,0,2026-04-15
XFC-04213,0.7914,Alto,1,2026-04-15
XFC-04214,0.7941,Alto,0,2026-04-15
XFC-04215,0.9531,Crítico,1,2026-04-15
XFC-04216,0.0978,Muy Bajo,0,2026-04-15
XFC-04217,0.8205,Crítico,1,2026-04-15
XFC-04218,0.8322,Crítico,1,2026-04-15
XFC-04219,0.0101,Muy Bajo,0,2026-04-15
XFC-04220,0.9045,Crítico,1,2026-04-15
XFC-04221,0.6487,Alto,0,2026-04-15
XFC-04222,0.0668,Muy Bajo,0,2026-04-15
XFC-04223,0.0095,Muy Bajo,0,2026-04-15
XFC-04224,0.6941,Alto,1,2026-04-15
XFC-04225,0.8982,Crítico,1,2026-04-15
XFC-04226,0.7678,Alto,0,2026-04-15
XFC-04227,0.3388,Bajo,0,2026-04-15
XFC-04228,0.561,Medio,1,2026-04-15
XFC-04229,0.5464,Medio,1,2026-04-15
XFC-04230,0.6147,Alto,1,2026-04-15
XFC-04231,0.0073,Muy Bajo,0,2026-04-15
XFC-04232,0.6344,Alto,0,2026-04-15
XFC-04233,0.7988,Alto,1,2026-04-15
XFC-04234,0.6602,Alto,1,2026-04-15
XFC-04235,0.0045,Muy Bajo,0,2026-04-15
XFC-04236,0.0089,Muy Bajo,0,2026-04-15
XFC-04237,0.5696,Medio,0,2026-04-15
XFC-04238,0.1094,Muy Bajo,0,2026-04-15
XFC-04239,0.9605,Crítico,1,2026-04-15
XFC-04240,0.6607,Alto,0,2026-04-15
XFC-04241,0.0088,Muy Bajo,0,2026-04-15
XFC-04242,0.1515,Muy Bajo,0,2026-04-15
XFC-04243,0.0788,Muy Bajo,0,2026-04-15
XFC-04244,0.1453,Muy Bajo,0,2026-04-15
XFC-04245,0.202,Bajo,0,2026-04-15
XFC-04246,0.2305,Bajo,0,2026-04-15
XFC-04247,0.8771,Crítico,1,2026-04-15
