customer_id,score_margen,score_ingreso,score_frecuencia,score_programa,score_adherencia,indice_priorizacion,categoria_valor,clv_24m,fecha_calculo
XFC-03581,0.64,0.0,0.0,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-03582,0.16,0.17,0.88,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-03583,2.75,2.31,4.25,0,50.0,16.79,Valor Bajo,0.0,2026-04-15
XFC-03584,4.09,3.54,6.62,100,50.0,27.72,Valor Bajo,0.0,2026-04-15
XFC-03585,6.34,0.0,0.0,50,0.0,6.58,En Riesgo,421.0,2026-04-15
XFC-03586,12.77,10.65,31.87,0,92.45,37.84,Valor Medio,4780.0,2026-04-15
XFC-03587,9.61,7.54,13.88,0,50.0,20.99,Valor Bajo,0.0,2026-04-15
XFC-03588,0.25,0.24,1.25,0,50.0,15.3,Valor Bajo,0.0,2026-04-15
XFC-03589,4.9,4.03,10.5,0,50.0,18.61,Valor Bajo,0.0,2026-04-15
XFC-03590,0.03,0.07,0.88,0,50.0,15.15,Valor Bajo,0.0,2026-04-15
XFC-03591,0.34,0.34,1.0,0,50.0,15.3,Valor Bajo,0.0,2026-04-15
XFC-03592,28.48,27.82,19.62,0,76.83,38.68,Valor Medio,2179.0,2026-04-15
XFC-03593,1.39,1.3,6.38,0,50.0,16.56,Valor Bajo,0.0,2026-04-15
XFC-03594,1.26,1.22,37.5,50,50.0,26.18,Valor Bajo,0.0,2026-04-15
XFC-03595,0.08,0.0,0.0,75,50.0,22.52,Valor Bajo,0.0,2026-04-15
XFC-03596,0.56,0.0,0.0,0,50.0,15.14,Valor Bajo,0.0,2026-04-15
XFC-03597,2.41,2.12,3.62,0,50.0,16.57,Valor Bajo,0.0,2026-04-15
XFC-03598,2.47,2.06,5.88,0,50.0,16.91,Valor Bajo,0.0,2026-04-15
XFC-03599,41.09,40.01,27.0,50,87.67,53.63,Valor Medio,5555.0,2026-04-15
XFC-03600,17.36,14.32,25.12,0,81.17,35.32,Valor Medio,3275.0,2026-04-15
XFC-03601,2.25,1.36,3.88,0,50.0,16.42,Valor Bajo,0.0,2026-04-15
XFC-03602,0.31,0.3,1.75,75,50.0,22.9,Valor Bajo,0.0,2026-04-15
XFC-03603,27.2,24.41,36.25,0,81.84,41.67,Valor Medio,3241.0,2026-04-15
XFC-03604,0.22,0.21,7.25,0,50.0,16.18,Valor Bajo,0.0,2026-04-15
XFC-03605,0.04,0.08,12.5,0,50.0,16.9,Valor Bajo,0.0,2026-04-15
XFC-03606,2.75,2.0,24.88,0,50.0,19.82,Valor Bajo,0.0,2026-04-15
XFC-03607,6.71,4.31,18.0,75,70.8,33.98,Valor Bajo,802.0,2026-04-15
XFC-03608,0.09,0.0,0.0,0,50.0,15.02,Valor Bajo,0.0,2026-04-15
XFC-03609,3.15,2.69,4.88,0,50.0,17.06,Valor Bajo,0.0,2026-04-15
XFC-03610,18.39,14.6,20.5,25,80.94,37.37,Valor Medio,1619.0,2026-04-15
XFC-03611,3.13,2.65,5.75,0,50.0,17.18,Valor Bajo,0.0,2026-04-15
XFC-03612,0.23,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-03613,21.35,20.98,38.0,75,53.65,38.83,Valor Medio,1764.0,2026-04-15
XFC-03614,17.72,17.51,32.25,0,77.9,36.14,Valor Medio,3189.0,2026-04-15
XFC-03615,16.28,10.52,43.88,0,88.65,39.35,Valor Medio,8126.0,2026-04-15
XFC-03616,1.45,1.19,5.5,0,50.0,16.43,Valor Bajo,0.0,2026-04-15
XFC-03617,2.9,1.8,5.75,75,65.88,29.21,Valor Bajo,170.0,2026-04-15
XFC-03618,2.0,0.97,2.25,0,50.0,16.03,Valor Bajo,0.0,2026-04-15
XFC-03619,40.35,46.31,42.5,0,81.05,50.04,Valor Medio,4381.0,2026-04-15
XFC-03620,3.65,3.13,12.12,0,50.0,18.36,Valor Bajo,0.0,2026-04-15
XFC-03621,0.19,0.2,12.5,50,50.0,21.96,Valor Bajo,0.0,2026-04-15
XFC-03622,4.99,4.18,6.88,0,50.0,18.12,Valor Bajo,0.0,2026-04-15
XFC-03623,0.52,0.0,0.0,0,50.0,15.13,Valor Bajo,0.0,2026-04-15
XFC-03624,1.78,1.56,3.5,0,50.0,16.28,Valor Bajo,0.0,2026-04-15
XFC-03625,20.77,23.0,22.5,25,83.82,40.81,Valor Medio,2920.0,2026-04-15
XFC-03626,7.07,1.66,37.5,0,68.53,28.28,Valor Bajo,9006.0,2026-04-15
XFC-03627,5.56,4.88,9.62,0,50.0,18.81,Valor Bajo,0.0,2026-04-15
XFC-03628,4.43,3.85,8.38,25,50.0,20.63,Valor Bajo,0.0,2026-04-15
XFC-03629,10.3,8.48,14.5,0,50.0,21.45,Valor Bajo,0.0,2026-04-15
XFC-03630,12.59,13.12,32.25,25,83.97,38.3,Valor Medio,4753.0,2026-04-15
XFC-03631,5.83,5.45,11.62,100,82.02,38.9,Valor Medio,782.0,2026-04-15
XFC-03632,0.54,0.51,0.88,0,50.0,15.37,Valor Bajo,0.0,2026-04-15
XFC-03633,1.99,1.76,2.62,0,50.0,16.24,Valor Bajo,0.0,2026-04-15
XFC-03634,1.9,1.52,4.38,0,50.0,16.44,Valor Bajo,0.0,2026-04-15
XFC-03635,0.41,0.39,5.38,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-03636,3.06,2.51,23.75,0,100.0,34.83,Valor Bajo,14970.0,2026-04-15
XFC-03637,0.64,0.0,0.0,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-03638,2.4,1.61,13.38,0,50.0,17.93,Valor Bajo,0.0,2026-04-15
XFC-03639,35.02,27.62,25.75,0,74.19,40.4,Valor Medio,2497.0,2026-04-15
XFC-03640,0.64,0.56,3.25,0,50.0,15.76,Valor Bajo,0.0,2026-04-15
XFC-03641,0.03,0.06,2.25,50,50.0,20.36,Valor Bajo,0.0,2026-04-15
XFC-03642,0.95,0.36,1.62,25,50.0,18.05,Valor Bajo,0.0,2026-04-15
XFC-03643,0.06,0.09,1.12,25,50.0,17.7,Valor Bajo,0.0,2026-04-15
XFC-03644,4.43,3.8,5.0,0,50.0,17.62,Valor Bajo,0.0,2026-04-15
XFC-03645,15.44,14.55,21.88,100,85.66,45.75,Valor Medio,2546.0,2026-04-15
XFC-03646,1.69,1.43,4.0,0,50.0,16.31,Valor Bajo,0.0,2026-04-15
XFC-03647,0.92,0.89,2.12,0,50.0,15.73,Valor Bajo,0.0,2026-04-15
XFC-03648,45.36,36.08,43.25,50,68.18,50.5,Valor Medio,2222.0,2026-04-15
XFC-03649,2.21,1.75,3.12,0,50.0,16.37,Valor Bajo,0.0,2026-04-15
XFC-03650,5.14,4.12,6.38,25,50.0,20.57,Valor Bajo,0.0,2026-04-15
XFC-03651,0.13,0.0,0.0,25,50.0,17.53,Valor Bajo,0.0,2026-04-15
XFC-03652,0.2,0.21,0.75,0,50.0,15.2,Valor Bajo,0.0,2026-04-15
XFC-03653,20.9,19.36,20.62,0,67.4,32.41,Valor Bajo,1040.0,2026-04-15
XFC-03654,20.18,17.67,18.12,0,89.48,38.14,Valor Medio,2807.0,2026-04-15
XFC-03655,0.34,0.0,0.0,50,50.0,20.08,Valor Bajo,0.0,2026-04-15
XFC-03656,2.64,2.37,6.5,50,88.79,33.75,Valor Bajo,1156.0,2026-04-15
XFC-03657,18.34,20.2,21.12,25,74.62,36.68,Valor Medio,1388.0,2026-04-15
XFC-03658,11.21,6.97,24.38,0,50.0,22.85,Valor Bajo,0.0,2026-04-15
XFC-03659,13.24,12.13,16.88,25,61.37,29.18,Valor Bajo,377.0,2026-04-15
XFC-03660,0.09,0.12,12.5,25,50.0,19.42,Valor Bajo,0.0,2026-04-15
XFC-03661,3.73,3.23,3.88,0,50.0,17.16,Valor Bajo,0.0,2026-04-15
XFC-03662,0.44,0.39,1.12,75,50.0,22.86,Valor Bajo,0.0,2026-04-15
XFC-03663,1.7,1.44,3.88,50,50.0,21.3,Valor Bajo,0.0,2026-04-15
XFC-03664,62.88,70.75,46.25,75,72.28,65.99,Alto Valor,3218.0,2026-04-15
XFC-03665,17.15,15.4,20.62,50,81.03,39.77,Valor Medio,1591.0,2026-04-15
XFC-03666,0.02,0.06,3.75,50,50.0,20.58,Valor Bajo,0.0,2026-04-15
XFC-03667,0.02,0.06,3.0,0,50.0,15.47,Valor Bajo,0.0,2026-04-15
XFC-03668,30.29,30.72,15.75,75,84.68,48.98,Valor Medio,2785.0,2026-04-15
XFC-03669,16.45,17.25,25.37,0,46.58,25.34,Valor Bajo,715.0,2026-04-15
XFC-03670,0.3,0.0,0.0,0,50.0,15.08,Valor Bajo,0.0,2026-04-15
XFC-03671,5.26,4.21,7.38,0,50.0,18.26,Valor Bajo,0.0,2026-04-15
XFC-03672,0.09,0.12,4.25,0,50.0,15.68,Valor Bajo,0.0,2026-04-15
XFC-03673,2.6,2.23,4.62,75,50.0,24.29,Valor Bajo,0.0,2026-04-15
XFC-03674,19.35,17.48,25.25,50,81.45,41.56,Valor Medio,1772.0,2026-04-15
XFC-03675,0.65,0.0,0.0,0,50.0,15.16,Valor Bajo,0.0,2026-04-15
XFC-03676,6.87,5.94,14.62,50,50.0,25.1,Valor Bajo,0.0,2026-04-15
XFC-03677,0.31,0.0,0.0,25,50.0,17.58,Valor Bajo,0.0,2026-04-15
XFC-03678,0.64,0.05,4.12,75,50.0,23.29,Valor Bajo,0.0,2026-04-15
XFC-03679,0.55,0.54,12.5,50,50.0,22.12,Valor Bajo,0.0,2026-04-15
XFC-03680,0.27,0.0,0.0,0,50.0,15.07,Valor Bajo,0.0,2026-04-15
XFC-03681,5.18,4.25,10.75,25,50.0,21.26,Valor Bajo,0.0,2026-04-15
XFC-03682,0.67,0.59,2.88,0,50.0,15.72,Valor Bajo,0.0,2026-04-15
XFC-03683,38.11,41.45,31.62,25,82.82,49.91,Valor Medio,4022.0,2026-04-15
XFC-03684,0.07,0.1,0.75,100,50.0,25.15,Valor Bajo,0.0,2026-04-15
XFC-03685,26.88,27.86,17.0,75,76.76,45.37,Valor Medio,1654.0,2026-04-15
XFC-03686,26.01,25.41,29.38,50,76.5,43.94,Valor Medio,2157.0,2026-04-15
XFC-03687,0.61,0.39,1.38,0,50.0,15.44,Valor Bajo,0.0,2026-04-15
XFC-03688,41.12,34.43,32.88,25,81.48,49.04,Valor Medio,4811.0,2026-04-15
XFC-03689,26.18,19.26,29.88,0,76.34,37.78,Valor Medio,1547.0,2026-04-15
XFC-03690,2.44,1.94,8.0,0,50.0,17.2,Valor Bajo,0.0,2026-04-15
XFC-03691,0.84,0.89,0.62,50,50.0,20.48,Valor Bajo,0.0,2026-04-15
XFC-03692,2.07,0.0,0.0,50,0.0,5.52,En Riesgo,140.0,2026-04-15
XFC-03693,4.7,2.26,5.0,0,50.0,17.38,Valor Bajo,0.0,2026-04-15
XFC-03694,37.31,33.9,33.5,0,87.17,47.28,Valor Medio,4957.0,2026-04-15
XFC-03695,1.25,1.08,4.75,0,50.0,16.24,Valor Bajo,0.0,2026-04-15
XFC-03696,0.45,0.41,1.25,0,50.0,15.38,Valor Bajo,0.0,2026-04-15
XFC-03697,1.12,0.43,6.62,0,50.0,16.36,Valor Bajo,0.0,2026-04-15
XFC-03698,21.78,23.93,35.38,50,77.33,43.74,Valor Medio,3545.0,2026-04-15
XFC-03699,3.4,3.09,5.75,0,50.0,17.33,Valor Bajo,0.0,2026-04-15
XFC-03700,10.89,6.55,17.38,25,82.76,33.97,Valor Bajo,1707.0,2026-04-15
XFC-03701,28.9,26.18,34.12,25,85.82,45.82,Valor Medio,3495.0,2026-04-15
XFC-03702,10.39,9.29,13.12,75,85.08,39.45,Valor Medio,1048.0,2026-04-15
XFC-03703,1.75,1.64,2.62,75,50.0,23.66,Valor Bajo,0.0,2026-04-15
XFC-03704,0.89,0.85,1.75,0,50.0,15.66,Valor Bajo,0.0,2026-04-15
XFC-03705,3.59,3.01,8.38,0,50.0,17.76,Valor Bajo,0.0,2026-04-15
XFC-03706,71.39,81.41,38.12,25,73.01,64.25,Alto Valor,3334.0,2026-04-15
XFC-03707,2.13,2.0,2.38,0,50.0,16.29,Valor Bajo,0.0,2026-04-15
XFC-03708,0.07,0.1,2.12,0,50.0,15.36,Valor Bajo,0.0,2026-04-15
XFC-03709,3.7,2.74,6.75,0,50.0,17.49,Valor Bajo,0.0,2026-04-15
XFC-03710,3.69,2.55,5.5,75,50.0,24.76,Valor Bajo,0.0,2026-04-15
XFC-03711,0.6,0.54,1.0,0,50.0,15.41,Valor Bajo,0.0,2026-04-15
XFC-03712,3.2,2.4,4.12,0,50.0,16.9,Valor Bajo,0.0,2026-04-15
XFC-03713,9.1,7.5,12.5,0,50.0,20.65,Valor Bajo,0.0,2026-04-15
XFC-03714,0.36,0.31,1.5,25,50.0,17.88,Valor Bajo,0.0,2026-04-15
XFC-03715,4.46,3.42,13.5,25,50.0,21.32,Valor Bajo,0.0,2026-04-15
XFC-03716,1.78,1.51,4.5,0,50.0,16.42,Valor Bajo,0.0,2026-04-15
XFC-03717,22.88,18.6,24.88,0,78.54,36.73,Valor Medio,1486.0,2026-04-15
XFC-03718,10.49,8.37,12.75,25,50.0,23.71,Valor Bajo,0.0,2026-04-15
XFC-03719,0.46,0.0,0.0,25,50.0,17.62,Valor Bajo,0.0,2026-04-15
XFC-03720,56.14,57.95,40.25,0,80.42,55.79,Alto Valor,5856.0,2026-04-15
XFC-03721,30.05,25.89,45.75,25,75.29,44.64,Valor Medio,2034.0,2026-04-15
XFC-03722,3.88,3.28,9.0,0,50.0,17.98,Valor Bajo,0.0,2026-04-15
XFC-03723,0.09,0.12,9.88,0,50.0,16.53,Valor Bajo,0.0,2026-04-15
XFC-03724,3.03,2.42,3.88,50,50.0,21.82,Valor Bajo,0.0,2026-04-15
XFC-03725,4.04,0.0,0.0,0,0.0,1.01,En Riesgo,270.0,2026-04-15
XFC-03726,0.78,0.69,1.75,0,50.0,15.6,Valor Bajo,0.0,2026-04-15
XFC-03727,0.59,0.64,0.5,0,50.0,15.35,Valor Bajo,0.0,2026-04-15
XFC-03728,0.84,0.0,0.0,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-03729,2.0,1.42,1.25,0,50.0,15.97,Valor Bajo,0.0,2026-04-15
XFC-03730,0.64,0.0,0.0,50,50.0,20.16,Valor Bajo,0.0,2026-04-15
XFC-03731,38.8,43.16,28.38,0,84.96,48.08,Valor Medio,4053.0,2026-04-15
XFC-03732,0.11,0.0,0.0,0,50.0,15.03,Valor Bajo,0.0,2026-04-15
XFC-03733,8.35,6.75,16.25,0,50.0,20.88,Valor Bajo,0.0,2026-04-15
XFC-03734,8.74,5.54,19.5,0,87.68,32.52,Valor Bajo,2754.0,2026-04-15
XFC-03735,2.13,1.6,2.62,0,50.0,16.25,Valor Bajo,0.0,2026-04-15
XFC-03736,29.07,38.75,38.25,100,64.24,50.03,Valor Medio,1639.0,2026-04-15
XFC-03737,52.04,53.13,28.5,100,87.02,64.02,Alto Valor,6412.0,2026-04-15
XFC-03738,44.37,32.73,31.13,0,85.1,47.84,Valor Medio,5726.0,2026-04-15
XFC-03739,0.35,0.0,0.0,0,50.0,15.09,Valor Bajo,0.0,2026-04-15
XFC-03740,3.51,2.84,12.5,0,50.0,18.32,Valor Bajo,0.0,2026-04-15
XFC-03741,34.48,27.81,45.0,25,62.65,42.23,Valor Medio,1269.0,2026-04-15
XFC-03742,39.57,41.67,29.5,100,83.49,57.7,Alto Valor,4334.0,2026-04-15
XFC-03743,4.16,3.24,7.38,0,50.0,17.8,Valor Bajo,0.0,2026-04-15
XFC-03744,7.11,5.25,13.38,0,50.0,19.83,Valor Bajo,0.0,2026-04-15
XFC-03745,6.49,5.5,10.0,25,50.0,21.72,Valor Bajo,0.0,2026-04-15
XFC-03746,17.23,18.65,21.0,100,77.94,44.57,Valor Medio,1832.0,2026-04-15
XFC-03747,2.81,2.01,6.38,0,50.0,17.06,Valor Bajo,0.0,2026-04-15
XFC-03748,12.42,10.35,14.37,25,50.0,24.83,Valor Bajo,0.0,2026-04-15
XFC-03749,35.32,33.64,39.38,0,84.75,46.89,Valor Medio,4133.0,2026-04-15
XFC-03750,0.06,0.09,0.5,25,50.0,17.61,Valor Bajo,0.0,2026-04-15
XFC-03751,2.21,1.81,4.88,50,50.0,21.65,Valor Bajo,0.0,2026-04-15
XFC-03752,0.16,0.16,5.0,0,50.0,15.82,Valor Bajo,0.0,2026-04-15
XFC-03753,20.26,14.06,9.75,0,67.53,29.6,Valor Bajo,956.0,2026-04-15
XFC-03754,1.13,0.97,2.88,0,50.0,15.91,Valor Bajo,0.0,2026-04-15
XFC-03755,2.19,0.32,6.5,50,0.0,6.59,En Riesgo,76.0,2026-04-15
XFC-03756,3.78,0.0,0.0,25,0.0,3.44,En Riesgo,252.0,2026-04-15
XFC-03757,0.11,0.13,5.12,0,50.0,15.82,Valor Bajo,0.0,2026-04-15
XFC-03758,45.27,50.65,30.88,25,63.66,47.68,Valor Medio,1448.0,2026-04-15
XFC-03759,16.14,15.96,27.0,75,87.49,45.02,Valor Medio,6270.0,2026-04-15
XFC-03760,8.1,6.74,12.5,0,50.0,20.25,Valor Bajo,0.0,2026-04-15
XFC-03761,4.66,0.0,0.0,50,49.0,20.86,Valor Bajo,2662.0,2026-04-15
XFC-03762,56.41,49.06,47.38,0,82.48,55.77,Alto Valor,4603.0,2026-04-15
XFC-03763,7.64,6.26,10.75,0,50.0,19.77,Valor Bajo,0.0,2026-04-15
XFC-03764,8.43,7.54,7.38,0,50.0,19.72,Valor Bajo,0.0,2026-04-15
XFC-03765,28.78,34.69,20.88,75,77.31,47.96,Valor Medio,1954.0,2026-04-15
XFC-03766,3.09,2.24,8.5,0,50.0,17.5,Valor Bajo,0.0,2026-04-15
XFC-03767,10.34,8.43,12.5,25,50.0,23.65,Valor Bajo,0.0,2026-04-15
XFC-03768,4.62,3.81,8.62,0,50.0,18.21,Valor Bajo,0.0,2026-04-15
XFC-03769,15.49,13.65,15.88,25,82.85,36.34,Valor Medio,1276.0,2026-04-15
XFC-03770,0.0,0.04,0.88,100,50.0,25.14,Valor Bajo,0.0,2026-04-15
XFC-03771,9.91,10.61,25.87,50,79.34,37.28,Valor Medio,2255.0,2026-04-15
XFC-03772,0.13,0.15,2.75,0,50.0,15.48,Valor Bajo,0.0,2026-04-15
XFC-03773,0.01,0.0,0.0,75,50.0,22.5,Valor Bajo,0.0,2026-04-15
XFC-03774,1.03,0.98,1.5,0,50.0,15.68,Valor Bajo,0.0,2026-04-15
XFC-03775,1.27,0.0,0.0,0,50.0,15.32,Valor Bajo,0.0,2026-04-15
XFC-03776,0.26,0.25,1.25,0,50.0,15.3,Valor Bajo,0.0,2026-04-15
XFC-03777,3.7,0.72,7.12,0,50.0,17.14,Valor Bajo,0.0,2026-04-15
XFC-03778,8.31,7.09,13.0,0,50.0,20.45,Valor Bajo,0.0,2026-04-15
XFC-03779,40.18,39.27,23.0,25,68.81,44.49,Valor Medio,1663.0,2026-04-15
XFC-03780,0.58,0.0,0.0,0,50.0,15.14,Valor Bajo,0.0,2026-04-15
XFC-03781,5.47,3.75,11.0,0,50.0,18.77,Valor Bajo,0.0,2026-04-15
XFC-03782,1.38,1.23,1.5,0,50.0,15.82,Valor Bajo,0.0,2026-04-15
XFC-03783,10.34,9.32,28.0,0,53.32,24.64,Valor Bajo,579.0,2026-04-15
XFC-03784,0.88,0.73,4.0,0,50.0,15.97,Valor Bajo,0.0,2026-04-15
XFC-03785,0.14,0.0,0.0,0,50.0,15.04,Valor Bajo,0.0,2026-04-15
XFC-03786,0.05,0.08,2.38,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-03787,0.77,0.65,1.75,0,50.0,15.58,Valor Bajo,0.0,2026-04-15
XFC-03788,0.35,0.32,1.5,0,50.0,15.38,Valor Bajo,0.0,2026-04-15
XFC-03789,1.7,0.0,0.0,75,0.0,7.92,En Riesgo,116.0,2026-04-15
XFC-03790,4.63,3.76,7.38,0,50.0,18.02,Valor Bajo,0.0,2026-04-15
XFC-03791,0.85,0.72,2.12,25,50.0,18.17,Valor Bajo,0.0,2026-04-15
XFC-03792,0.22,0.22,0.75,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-03793,2.96,2.02,7.75,25,50.0,19.81,Valor Bajo,0.0,2026-04-15
XFC-03794,0.43,0.0,0.0,0,50.0,15.11,Valor Bajo,0.0,2026-04-15
XFC-03795,7.15,6.37,4.75,0,50.0,18.77,Valor Bajo,0.0,2026-04-15
XFC-03796,0.2,0.2,1.12,0,50.0,15.26,Valor Bajo,0.0,2026-04-15
XFC-03797,7.41,6.0,9.62,0,50.0,19.5,Valor Bajo,0.0,2026-04-15
XFC-03798,4.21,3.45,6.5,0,50.0,17.72,Valor Bajo,0.0,2026-04-15
XFC-03799,0.05,0.08,1.62,0,50.0,15.27,Valor Bajo,0.0,2026-04-15
XFC-03800,6.01,4.84,9.88,75,50.0,26.45,Valor Bajo,0.0,2026-04-15
XFC-03801,1.06,0.87,4.88,0,50.0,16.17,Valor Bajo,0.0,2026-04-15
XFC-03802,39.72,33.8,38.75,0,65.9,42.27,Valor Medio,1335.0,2026-04-15
XFC-03803,5.7,4.99,8.0,25,50.0,21.12,Valor Bajo,0.0,2026-04-15
XFC-03804,9.07,7.44,13.12,0,50.0,20.72,Valor Bajo,0.0,2026-04-15
XFC-03805,2.01,1.63,4.0,0,50.0,16.43,Valor Bajo,0.0,2026-04-15
XFC-03806,47.04,37.14,45.5,0,85.17,51.56,Valor Medio,5229.0,2026-04-15
XFC-03807,15.57,12.63,19.75,25,81.5,36.33,Valor Medio,1182.0,2026-04-15
XFC-03808,0.38,0.36,8.0,0,50.0,16.37,Valor Bajo,0.0,2026-04-15
XFC-03809,16.34,14.38,52.12,75,54.82,38.72,Valor Medio,1186.0,2026-04-15
XFC-03810,7.36,5.89,11.38,0,50.0,19.73,Valor Bajo,0.0,2026-04-15
XFC-03811,43.4,36.8,28.88,75,87.28,56.23,Alto Valor,4750.0,2026-04-15
XFC-03812,1.23,1.04,8.0,0,50.0,16.72,Valor Bajo,0.0,2026-04-15
XFC-03813,9.38,7.82,24.25,0,72.61,29.33,Valor Bajo,1221.0,2026-04-15
XFC-03814,0.62,0.54,3.5,0,50.0,15.79,Valor Bajo,0.0,2026-04-15
XFC-03815,1.38,1.13,5.62,0,50.0,16.41,Valor Bajo,0.0,2026-04-15
XFC-03816,3.21,2.69,6.25,50,50.0,22.28,Valor Bajo,0.0,2026-04-15
XFC-03817,32.47,25.77,15.0,75,87.73,49.34,Valor Medio,3646.0,2026-04-15
XFC-03818,1.44,0.74,4.75,0,50.0,16.22,Valor Bajo,0.0,2026-04-15
XFC-03819,0.16,0.0,0.0,0,50.0,15.04,Valor Bajo,0.0,2026-04-15
XFC-03820,3.31,2.98,4.12,75,50.0,24.54,Valor Bajo,0.0,2026-04-15
XFC-03821,5.86,5.53,10.25,100,78.72,37.72,Valor Medio,485.0,2026-04-15
XFC-03822,0.39,0.38,1.25,0,50.0,15.36,Valor Bajo,0.0,2026-04-15
XFC-03823,5.83,4.79,8.25,0,50.0,18.65,Valor Bajo,0.0,2026-04-15
XFC-03824,2.25,2.04,11.38,50,83.06,32.6,Valor Bajo,716.0,2026-04-15
XFC-03825,15.07,13.49,25.87,100,74.65,42.74,Valor Medio,1062.0,2026-04-15
XFC-03826,0.52,0.47,3.0,0,50.0,15.67,Valor Bajo,0.0,2026-04-15
XFC-03827,3.12,2.52,5.88,0,50.0,17.17,Valor Bajo,0.0,2026-04-15
XFC-03828,0.2,0.21,0.62,0,50.0,15.18,Valor Bajo,0.0,2026-04-15
XFC-03829,1.46,1.23,2.25,0,50.0,15.95,Valor Bajo,0.0,2026-04-15
XFC-03830,1.68,1.09,2.62,0,50.0,16.03,Valor Bajo,0.0,2026-04-15
XFC-03831,4.21,3.63,8.5,0,50.0,18.05,Valor Bajo,0.0,2026-04-15
XFC-03832,1.07,0.91,7.25,0,50.0,16.54,Valor Bajo,0.0,2026-04-15
XFC-03833,15.92,13.37,34.75,50,82.12,41.5,Valor Medio,2131.0,2026-04-15
XFC-03834,0.69,0.61,1.12,0,50.0,15.46,Valor Bajo,0.0,2026-04-15
XFC-03835,0.97,0.87,5.75,0,50.0,16.28,Valor Bajo,0.0,2026-04-15
XFC-03836,5.52,3.03,29.75,0,50.0,21.45,Valor Bajo,0.0,2026-04-15
XFC-03837,0.59,0.51,2.12,25,50.0,18.07,Valor Bajo,0.0,2026-04-15
XFC-03838,9.51,7.57,33.25,75,88.65,42.97,Valor Medio,3867.0,2026-04-15
XFC-03839,19.1,24.04,26.25,100,89.78,50.45,Valor Medio,4226.0,2026-04-15
XFC-03840,0.14,0.16,0.88,0,50.0,15.2,Valor Bajo,0.0,2026-04-15
XFC-03841,30.0,29.15,23.0,75,65.37,43.89,Valor Medio,1064.0,2026-04-15
XFC-03842,1.59,1.36,2.62,0,50.0,16.06,Valor Bajo,0.0,2026-04-15
XFC-03843,1.24,1.06,6.62,0,50.0,16.52,Valor Bajo,0.0,2026-04-15
XFC-03844,18.69,19.77,27.5,75,89.88,47.22,Valor Medio,4269.0,2026-04-15
XFC-03845,0.22,0.22,2.88,0,50.0,15.53,Valor Bajo,0.0,2026-04-15
XFC-03846,32.55,30.06,29.62,25,80.08,45.12,Valor Medio,2796.0,2026-04-15
XFC-03847,4.52,3.81,8.62,0,50.0,18.18,Valor Bajo,0.0,2026-04-15
XFC-03848,2.42,1.79,75.0,75,0.0,19.71,Valor Bajo,163.0,2026-04-15
XFC-03849,13.97,11.97,17.62,50,66.89,33.6,Valor Bajo,530.0,2026-04-15
XFC-03850,0.58,0.0,0.0,50,50.0,20.14,Valor Bajo,0.0,2026-04-15
XFC-03851,0.82,0.78,2.12,0,50.0,15.68,Valor Bajo,0.0,2026-04-15
XFC-03852,32.49,36.85,35.75,75,88.97,55.05,Alto Valor,5950.0,2026-04-15
XFC-03853,0.26,0.25,22.75,25,50.0,21.03,Valor Bajo,0.0,2026-04-15
XFC-03854,0.14,0.15,2.62,0,50.0,15.46,Valor Bajo,0.0,2026-04-15
XFC-03855,39.76,32.68,35.75,25,86.97,50.43,Valor Medio,4562.0,2026-04-15
XFC-03856,5.69,0.0,0.0,0,0.0,1.42,En Riesgo,378.0,2026-04-15
XFC-03857,0.1,0.0,0.0,0,50.0,15.02,Valor Bajo,0.0,2026-04-15
XFC-03858,0.13,0.0,0.0,25,50.0,17.53,Valor Bajo,0.0,2026-04-15
XFC-03859,4.08,3.37,6.62,0,50.0,17.69,Valor Bajo,0.0,2026-04-15
XFC-03860,7.66,6.39,9.5,0,50.0,19.62,Valor Bajo,0.0,2026-04-15
XFC-03861,24.22,22.65,25.87,0,78.35,37.97,Valor Medio,1884.0,2026-04-15
XFC-03862,0.7,0.61,2.12,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-03863,8.37,6.44,10.5,0,50.0,19.96,Valor Bajo,0.0,2026-04-15
XFC-03864,0.89,0.85,22.0,50,50.0,23.69,Valor Bajo,0.0,2026-04-15
XFC-03865,0.58,0.5,2.62,0,50.0,15.64,Valor Bajo,0.0,2026-04-15
XFC-03866,0.48,0.35,4.0,75,50.0,23.29,Valor Bajo,0.0,2026-04-15
XFC-03867,0.17,0.17,3.5,0,50.0,15.6,Valor Bajo,0.0,2026-04-15
XFC-03868,3.34,3.03,5.5,0,50.0,17.27,Valor Bajo,0.0,2026-04-15
XFC-03869,13.58,14.7,10.88,25,87.25,36.64,Valor Medio,1678.0,2026-04-15
XFC-03870,0.08,0.1,0.75,25,50.0,17.65,Valor Bajo,0.0,2026-04-15
